,CH1,CH2,CH3,CH4
Second,Volt,Volt,Volt,Volt
-0.00000e+00,-9.08e+00,-3.89e-01,-3.15e-01,-9.52e+00, 
7.32541e-05,-9.08e+00,-3.89e-01,-3.15e-01,-9.52e+00, 
1.46478e-04,-9.08e+00,-3.89e-01,-3.15e-01,-9.52e+00, 
2.19733e-04,-9.08e+00,-3.89e-01,-3.15e-01,-9.52e+00, 
2.92957e-04,-9.08e+00,-3.89e-01,-3.15e-01,-9.52e+00, 
3.66211e-04,-9.08e+00,-3.89e-01,-3.16e-01,-9.52e+00, 
4.39465e-04,-9.08e+00,-3.89e-01,-3.15e-01,-9.52e+00, 
5.12689e-04,-9.08e+00,-3.89e-01,-3.15e-01,-9.52e+00, 
5.85943e-04,-9.08e+00,-3.89e-01,-3.16e-01,-9.52e+00, 
6.59168e-04,-9.08e+00,-3.89e-01,-3.16e-01,-9.52e+00, 
7.32422e-04,-9.08e+00,-3.89e-01,-3.15e-01,-9.52e+00, 
8.05676e-04,-9.08e+00,-3.89e-01,-3.16e-01,-9.52e+00, 
8.78900e-04,-9.08e+00,-3.89e-01,-3.16e-01,-9.52e+00, 
9.52154e-04,-9.08e+00,-3.89e-01,-3.16e-01,-9.52e+00, 
1.02538e-03,-9.08e+00,-3.89e-01,-3.16e-01,-9.52e+00, 
1.09863e-03,-9.08e+00,-3.89e-01,-3.16e-01,-9.52e+00, 
1.17189e-03,-9.08e+00,-3.89e-01,-3.16e-01,-9.52e+00, 
1.24511e-03,-9.08e+00,-3.89e-01,-3.16e-01,-9.52e+00, 
1.31837e-03,-9.08e+00,-3.89e-01,-3.16e-01,-9.48e+00, 
1.39159e-03,-9.08e+00,-3.89e-01,-3.16e-01,-9.48e+00, 
1.46484e-03,-9.08e+00,-3.89e-01,-3.15e-01,-9.52e+00, 
1.53810e-03,-9.08e+00,-3.89e-01,-3.16e-01,-9.52e+00, 
1.61132e-03,-9.08e+00,-3.89e-01,-3.16e-01,-9.48e+00, 
1.68458e-03,-9.12e+00,-3.89e-01,-3.15e-01,-9.52e+00, 
1.75780e-03,-9.08e+00,-3.89e-01,-3.16e-01,-9.56e+00, 
1.83105e-03,-9.08e+00,-3.89e-01,-3.15e-01,-9.52e+00, 
1.90431e-03,-9.08e+00,-3.89e-01,-3.16e-01,-9.52e+00, 
1.97753e-03,-9.08e+00,-3.89e-01,-3.15e-01,-9.52e+00, 
2.05079e-03,-9.08e+00,-3.89e-01,-3.16e-01,-9.52e+00, 
2.12401e-03,-9.08e+00,-3.89e-01,-3.16e-01,-9.52e+00, 
2.19727e-03,-9.08e+00,-3.89e-01,-3.16e-01,-9.52e+00, 
2.27052e-03,-9.08e+00,-3.89e-01,-3.15e-01,-9.52e+00, 
2.34374e-03,-9.08e+00,-3.89e-01,-3.15e-01,-9.52e+00, 
2.41700e-03,-9.08e+00,-3.89e-01,-3.16e-01,-9.52e+00, 
2.49022e-03,-9.08e+00,-3.89e-01,-3.15e-01,-9.52e+00, 
2.56348e-03,-9.08e+00,-3.89e-01,-3.16e-01,-9.52e+00, 
2.63673e-03,-9.08e+00,-3.89e-01,-3.15e-01,-9.52e+00, 
2.70995e-03,-9.08e+00,-3.89e-01,-3.16e-01,-9.52e+00, 
2.78321e-03,-9.08e+00,-3.89e-01,-3.16e-01,-9.56e+00, 
2.85643e-03,-9.08e+00,-3.89e-01,-3.16e-01,-9.52e+00, 
2.92969e-03,-9.08e+00,-3.89e-01,-3.15e-01,-9.52e+00, 
3.00294e-03,-9.12e+00,-3.89e-01,-3.16e-01,-9.52e+00, 
3.07617e-03,-9.08e+00,-3.89e-01,-3.16e-01,-9.52e+00, 
3.14942e-03,-9.08e+00,-3.89e-01,-3.15e-01,-9.52e+00, 
3.22264e-03,-9.08e+00,-3.89e-01,-3.16e-01,-9.52e+00, 
3.29590e-03,-9.08e+00,-3.89e-01,-3.16e-01,-9.52e+00, 
3.36915e-03,-9.08e+00,-3.89e-01,-3.15e-01,-9.52e+00, 
3.44238e-03,-9.08e+00,-3.89e-01,-3.15e-01,-9.52e+00, 
3.51563e-03,-9.08e+00,-3.89e-01,-3.15e-01,-9.52e+00, 
3.58886e-03,-9.08e+00,-3.89e-01,-3.16e-01,-9.52e+00, 
3.66211e-03,-9.08e+00,-3.89e-01,-3.15e-01,-9.52e+00, 
3.73536e-03,-9.08e+00,-3.89e-01,-3.16e-01,-9.52e+00, 
3.80859e-03,-9.08e+00,-3.89e-01,-3.16e-01,-9.52e+00, 
3.88184e-03,-9.12e+00,-3.89e-01,-3.16e-01,-9.52e+00, 
3.95507e-03,-9.08e+00,-3.89e-01,-3.16e-01,-9.52e+00, 
4.02832e-03,-9.08e+00,-3.89e-01,-3.15e-01,-9.52e+00, 
4.10157e-03,-9.12e+00,-3.89e-01,-3.16e-01,-9.52e+00, 
4.17480e-03,-9.08e+00,-3.89e-01,-3.15e-01,-9.48e+00, 
4.24805e-03,-9.08e+00,-3.89e-01,-3.16e-01,-9.52e+00, 
4.32128e-03,-9.08e+00,-3.89e-01,-3.16e-01,-9.52e+00, 
4.39453e-03,-9.08e+00,-3.89e-01,-3.16e-01,-9.52e+00, 
4.46779e-03,-9.08e+00,-3.89e-01,-3.16e-01,-9.48e+00, 
4.54101e-03,-9.08e+00,-3.89e-01,-3.16e-01,-9.52e+00, 
4.61426e-03,-9.08e+00,-3.89e-01,-3.15e-01,-9.52e+00, 
4.68749e-03,-9.08e+00,-3.89e-01,-3.16e-01,-9.52e+00, 
4.76074e-03,-9.08e+00,-3.89e-01,-3.16e-01,-9.52e+00, 
4.83400e-03,-9.08e+00,-3.89e-01,-3.15e-01,-9.52e+00, 
4.90722e-03,-9.08e+00,-3.89e-01,-3.16e-01,-9.52e+00, 
4.98047e-03,-9.08e+00,-3.89e-01,-3.15e-01,-9.52e+00, 
5.05370e-03,-9.08e+00,-3.89e-01,-3.16e-01,-9.52e+00, 
5.12695e-03,-9.08e+00,-3.89e-01,-3.16e-01,-9.52e+00, 
5.20021e-03,-9.08e+00,-3.89e-01,-3.16e-01,-9.52e+00, 
5.27343e-03,-9.08e+00,-3.89e-01,-3.16e-01,-9.52e+00, 
5.34669e-03,-9.08e+00,-3.89e-01,-3.15e-01,-9.52e+00, 
5.41991e-03,-9.08e+00,-3.89e-01,-3.16e-01,-9.52e+00, 
5.49316e-03,-9.08e+00,-3.89e-01,-3.15e-01,-9.52e+00, 
5.56642e-03,-9.08e+00,-3.89e-01,-3.15e-01,-9.48e+00, 
5.63964e-03,-9.08e+00,-3.89e-01,-3.16e-01,-9.52e+00, 
5.71290e-03,-9.12e+00,-3.89e-01,-3.15e-01,-9.52e+00, 
5.78612e-03,-9.08e+00,-3.89e-01,-3.15e-01,-9.52e+00, 
5.85938e-03,-9.08e+00,-3.89e-01,-3.16e-01,-9.52e+00, 
5.93263e-03,-9.08e+00,-3.89e-01,-3.15e-01,-9.48e+00, 
6.00585e-03,-9.08e+00,-3.89e-01,-3.16e-01,-9.56e+00, 
6.07911e-03,-9.08e+00,-3.89e-01,-3.15e-01,-9.52e+00, 
6.15233e-03,-9.08e+00,-3.89e-01,-3.16e-01,-9.52e+00, 
6.22559e-03,-9.08e+00,-3.89e-01,-3.16e-01,-9.52e+00, 
6.29884e-03,-9.08e+00,-3.89e-01,-3.15e-01,-9.52e+00, 
6.37206e-03,-9.08e+00,-3.89e-01,-3.15e-01,-9.48e+00, 
6.44532e-03,-9.08e+00,-3.89e-01,-3.15e-01,-9.52e+00, 
6.51854e-03,-9.08e+00,-3.89e-01,-3.15e-01,-9.52e+00, 
6.59180e-03,-9.08e+00,-3.89e-01,-3.15e-01,-9.52e+00, 
6.66505e-03,-9.12e+00,-3.89e-01,-3.15e-01,-9.52e+00, 
6.73828e-03,-9.08e+00,-3.89e-01,-3.15e-01,-9.52e+00, 
6.81153e-03,-9.08e+00,-3.89e-01,-3.15e-01,-9.52e+00, 
6.88475e-03,-9.08e+00,-3.89e-01,-3.15e-01,-9.52e+00, 
6.95801e-03,-9.08e+00,-3.89e-01,-3.16e-01,-9.52e+00, 
7.03126e-03,-9.08e+00,-3.89e-01,-3.15e-01,-9.52e+00, 
7.10449e-03,-9.08e+00,-3.89e-01,-3.15e-01,-9.52e+00, 
7.17774e-03,-9.08e+00,-3.89e-01,-3.15e-01,-9.52e+00, 
