,CH3
Second,Volt
-5.24430e+00,-3.11e-01, 
-5.24137e+00,-3.11e-01, 
-5.23844e+00,-3.12e-01, 
-5.23551e+00,-3.12e-01, 
-5.23258e+00,-3.13e-01, 
-5.22965e+00,-3.13e-01, 
-5.22672e+00,-3.14e-01, 
-5.22379e+00,-3.14e-01, 
-5.22086e+00,-3.14e-01, 
-5.21793e+00,-3.13e-01, 
-5.21500e+00,-3.13e-01, 
-5.21207e+00,-3.12e-01, 
-5.20914e+00,-3.12e-01, 
-5.20621e+00,-3.12e-01, 
-5.20328e+00,-3.13e-01, 
-5.20035e+00,-3.13e-01, 
-5.19742e+00,-3.13e-01, 
-5.19449e+00,-3.14e-01, 
-5.19156e+00,-3.14e-01, 
-5.18863e+00,-3.14e-01, 
-5.18570e+00,-3.14e-01, 
-5.18277e+00,-3.13e-01, 
-5.17984e+00,-3.12e-01, 
-5.17691e+00,-3.12e-01, 
-5.17398e+00,-3.12e-01, 
-5.17105e+00,-3.13e-01, 
-5.16813e+00,-3.13e-01, 
-5.16520e+00,-3.13e-01, 
-5.16227e+00,-3.14e-01, 
-5.15934e+00,-3.14e-01, 
-5.15641e+00,-3.14e-01, 
-5.15348e+00,-3.14e-01, 
-5.15055e+00,-3.13e-01, 
-5.14762e+00,-3.14e-01, 
-5.14469e+00,-3.13e-01, 
-5.14176e+00,-3.13e-01, 
-5.13883e+00,-3.14e-01, 
-5.13590e+00,-3.14e-01, 
-5.13297e+00,-3.14e-01, 
-5.13004e+00,-3.15e-01, 
-5.12711e+00,-3.15e-01, 
-5.12418e+00,-3.15e-01, 
-5.12125e+00,-3.14e-01, 
-5.11832e+00,-3.14e-01, 
-5.11539e+00,-3.13e-01, 
-5.11246e+00,-3.13e-01, 
-5.10953e+00,-3.12e-01, 
-5.10660e+00,-3.13e-01, 
-5.10367e+00,-3.13e-01, 
-5.10074e+00,-3.14e-01, 
-5.09781e+00,-3.15e-01, 
-5.09488e+00,-3.15e-01, 
-5.09195e+00,-3.15e-01, 
-5.08902e+00,-3.16e-01, 
-5.08609e+00,-3.15e-01, 
-5.08316e+00,-3.15e-01, 
-5.08023e+00,-3.14e-01, 
-5.07730e+00,-3.14e-01, 
-5.07438e+00,-3.13e-01, 
-5.07145e+00,-3.13e-01, 
-5.06852e+00,-3.14e-01, 
-5.06559e+00,-3.14e-01, 
-5.06266e+00,-3.15e-01, 
-5.05973e+00,-3.15e-01, 
-5.05680e+00,-3.15e-01, 
-5.05387e+00,-3.15e-01, 
-5.05094e+00,-3.15e-01, 
-5.04801e+00,-3.15e-01, 
-5.04508e+00,-3.14e-01, 
-5.04215e+00,-3.14e-01, 
-5.03922e+00,-3.13e-01, 
-5.03629e+00,-3.13e-01, 
-5.03336e+00,-3.14e-01, 
-5.03043e+00,-3.14e-01, 
-5.02750e+00,-3.14e-01, 
-5.02457e+00,-3.15e-01, 
-5.02164e+00,-3.15e-01, 
-5.01871e+00,-3.15e-01, 
-5.01578e+00,-3.15e-01, 
-5.01285e+00,-3.14e-01, 
-5.00992e+00,-3.14e-01, 
-5.00699e+00,-3.14e-01, 
-5.00406e+00,-3.13e-01, 
-5.00113e+00,-3.14e-01, 
-4.99820e+00,-3.14e-01, 
-4.99527e+00,-3.15e-01, 
-4.99234e+00,-3.15e-01, 
-4.98941e+00,-3.16e-01, 
-4.98648e+00,-3.15e-01, 
-4.98355e+00,-3.15e-01, 
-4.98063e+00,-3.15e-01, 
-4.97770e+00,-3.14e-01, 
-4.97477e+00,-3.14e-01, 
-4.97184e+00,-3.14e-01, 
-4.96891e+00,-3.13e-01, 
-4.96598e+00,-3.14e-01, 
-4.96305e+00,-3.13e-01, 
-4.96012e+00,-3.13e-01, 
-4.95719e+00,-3.14e-01, 
-4.95426e+00,-3.14e-01, 
-4.95133e+00,-3.14e-01, 
-4.94840e+00,-3.15e-01, 
-4.94547e+00,-3.14e-01, 
-4.94254e+00,-3.15e-01, 
-4.93961e+00,-3.14e-01, 
-4.93668e+00,-3.15e-01, 
-4.93375e+00,-3.14e-01, 
-4.93082e+00,-3.15e-01, 
-4.92789e+00,-3.15e-01, 
-4.92496e+00,-3.15e-01, 
-4.92203e+00,-3.15e-01, 
-4.91910e+00,-3.15e-01, 
-4.91617e+00,-3.15e-01, 
-4.91324e+00,-3.15e-01, 
-4.91031e+00,-3.14e-01, 
-4.90738e+00,-3.14e-01, 
-4.90445e+00,-3.14e-01, 
-4.90152e+00,-3.14e-01, 
-4.89859e+00,-3.14e-01, 
-4.89566e+00,-3.14e-01, 
-4.89273e+00,-3.14e-01, 
-4.88980e+00,-3.14e-01, 
-4.88688e+00,-3.15e-01, 
-4.88395e+00,-3.15e-01, 
-4.88102e+00,-3.15e-01, 
-4.87809e+00,-3.15e-01, 
-4.87516e+00,-3.15e-01, 
-4.87223e+00,-3.15e-01, 
-4.86930e+00,-3.14e-01, 
-4.86637e+00,-3.15e-01, 
-4.86344e+00,-3.15e-01, 
-4.86051e+00,-3.15e-01, 
-4.85758e+00,-3.15e-01, 
-4.85465e+00,-3.15e-01, 
-4.85172e+00,-3.15e-01, 
-4.84879e+00,-3.16e-01, 
-4.84586e+00,-3.15e-01, 
-4.84293e+00,-3.15e-01, 
-4.84000e+00,-3.15e-01, 
-4.83707e+00,-3.15e-01, 
-4.83414e+00,-3.14e-01, 
-4.83121e+00,-3.14e-01, 
-4.82828e+00,-3.14e-01, 
-4.82535e+00,-3.14e-01, 
-4.82242e+00,-3.15e-01, 
-4.81949e+00,-3.15e-01, 
-4.81656e+00,-3.15e-01, 
-4.81363e+00,-3.15e-01, 
-4.81070e+00,-3.15e-01, 
-4.80777e+00,-3.15e-01, 
-4.80484e+00,-3.14e-01, 
-4.80191e+00,-3.15e-01, 
-4.79898e+00,-3.15e-01, 
-4.79605e+00,-3.15e-01, 
-4.79313e+00,-3.15e-01, 
-4.79020e+00,-3.16e-01, 
-4.78727e+00,-3.17e-01, 
-4.78434e+00,-3.16e-01, 
-4.78141e+00,-3.17e-01, 
-4.77848e+00,-3.16e-01, 
-4.77555e+00,-3.16e-01, 
-4.77262e+00,-3.15e-01, 
-4.76969e+00,-3.14e-01, 
-4.76676e+00,-3.14e-01, 
-4.76383e+00,-3.14e-01, 
-4.76090e+00,-3.15e-01, 
-4.75797e+00,-3.15e-01, 
-4.75504e+00,-3.15e-01, 
-4.75211e+00,-3.15e-01, 
-4.74918e+00,-3.15e-01, 
-4.74625e+00,-3.15e-01, 
-4.74332e+00,-3.14e-01, 
-4.74039e+00,-3.15e-01, 
-4.73746e+00,-3.15e-01, 
-4.73453e+00,-3.15e-01, 
-4.73160e+00,-3.15e-01, 
-4.72867e+00,-3.15e-01, 
-4.72574e+00,-3.16e-01, 
-4.72281e+00,-3.16e-01, 
-4.71988e+00,-3.17e-01, 
-4.71695e+00,-3.16e-01, 
-4.71402e+00,-3.15e-01, 
-4.71109e+00,-3.15e-01, 
-4.70816e+00,-3.14e-01, 
-4.70523e+00,-3.14e-01, 
-4.70230e+00,-3.14e-01, 
-4.69938e+00,-3.14e-01, 
-4.69645e+00,-3.14e-01, 
-4.69352e+00,-3.14e-01, 
-4.69059e+00,-3.15e-01, 
-4.68766e+00,-3.16e-01, 
-4.68473e+00,-3.17e-01, 
-4.68180e+00,-3.16e-01, 
-4.67887e+00,-3.16e-01, 
-4.67594e+00,-3.15e-01, 
-4.67301e+00,-3.14e-01, 
-4.67008e+00,-3.14e-01, 
-4.66715e+00,-3.14e-01, 
-4.66422e+00,-3.14e-01, 
-4.66129e+00,-3.14e-01, 
-4.65836e+00,-3.15e-01, 
-4.65543e+00,-3.15e-01, 
-4.65250e+00,-3.16e-01, 
-4.64957e+00,-3.16e-01, 
-4.64664e+00,-3.16e-01, 
-4.64371e+00,-3.15e-01, 
-4.64078e+00,-3.14e-01, 
-4.63785e+00,-3.14e-01, 
-4.63492e+00,-3.14e-01, 
-4.63199e+00,-3.14e-01, 
-4.62906e+00,-3.14e-01, 
-4.62613e+00,-3.14e-01, 
-4.62320e+00,-3.15e-01, 
-4.62027e+00,-3.15e-01, 
-4.61734e+00,-3.15e-01, 
-4.61441e+00,-3.14e-01, 
-4.61148e+00,-3.14e-01, 
-4.60855e+00,-3.14e-01, 
-4.60563e+00,-3.14e-01, 
-4.60270e+00,-3.14e-01, 
-4.59977e+00,-3.14e-01, 
-4.59684e+00,-3.14e-01, 
-4.59391e+00,-3.15e-01, 
-4.59098e+00,-3.16e-01, 
-4.58805e+00,-3.17e-01, 
-4.58512e+00,-3.17e-01, 
-4.58219e+00,-3.17e-01, 
-4.57926e+00,-3.15e-01, 
-4.57633e+00,-3.15e-01, 
-4.57340e+00,-3.14e-01, 
-4.57047e+00,-3.13e-01, 
-4.56754e+00,-3.13e-01, 
-4.56461e+00,-3.13e-01, 
-4.56168e+00,-3.13e-01, 
-4.55875e+00,-3.14e-01, 
-4.55582e+00,-3.14e-01, 
-4.55289e+00,-3.15e-01, 
-4.54996e+00,-3.15e-01, 
-4.54703e+00,-3.15e-01, 
-4.54410e+00,-3.15e-01, 
-4.54117e+00,-3.14e-01, 
-4.53824e+00,-3.14e-01, 
-4.53531e+00,-3.14e-01, 
-4.53238e+00,-3.14e-01, 
-4.52945e+00,-3.14e-01, 
-4.52652e+00,-3.14e-01, 
-4.52359e+00,-3.14e-01, 
-4.52066e+00,-3.15e-01, 
-4.51773e+00,-3.15e-01, 
-4.51480e+00,-3.15e-01, 
-4.51188e+00,-3.15e-01, 
-4.50895e+00,-3.15e-01, 
-4.50602e+00,-3.14e-01, 
-4.50309e+00,-3.14e-01, 
-4.50016e+00,-3.14e-01, 
-4.49723e+00,-3.14e-01, 
-4.49430e+00,-3.14e-01, 
-4.49137e+00,-3.14e-01, 
-4.48844e+00,-3.14e-01, 
-4.48551e+00,-3.14e-01, 
-4.48258e+00,-3.14e-01, 
-4.47965e+00,-3.14e-01, 
-4.47672e+00,-3.14e-01, 
-4.47379e+00,-3.14e-01, 
-4.47086e+00,-3.14e-01, 
-4.46793e+00,-3.14e-01, 
-4.46500e+00,-3.14e-01, 
-4.46207e+00,-3.14e-01, 
-4.45914e+00,-3.13e-01, 
-4.45621e+00,-3.14e-01, 
-4.45328e+00,-3.14e-01, 
-4.45035e+00,-3.14e-01, 
-4.44742e+00,-3.15e-01, 
-4.44449e+00,-3.15e-01, 
-4.44156e+00,-3.16e-01, 
-4.43863e+00,-3.15e-01, 
-4.43570e+00,-3.15e-01, 
-4.43277e+00,-3.14e-01, 
-4.42984e+00,-3.14e-01, 
-4.42691e+00,-3.13e-01, 
-4.42398e+00,-3.11e-01, 
-4.42105e+00,-3.11e-01, 
-4.41813e+00,-3.11e-01, 
-4.41520e+00,-3.11e-01, 
-4.41227e+00,-3.13e-01, 
-4.40934e+00,-3.14e-01, 
-4.40641e+00,-3.14e-01, 
-4.40348e+00,-3.16e-01, 
-4.40055e+00,-3.15e-01, 
-4.39762e+00,-3.16e-01, 
-4.39469e+00,-3.15e-01, 
-4.39176e+00,-3.15e-01, 
-4.38883e+00,-3.13e-01, 
-4.38590e+00,-3.13e-01, 
-4.38297e+00,-3.12e-01, 
-4.38004e+00,-3.11e-01, 
-4.37711e+00,-3.12e-01, 
-4.37418e+00,-3.13e-01, 
-4.37125e+00,-3.14e-01, 
-4.36832e+00,-3.14e-01, 
-4.36539e+00,-3.15e-01, 
-4.36246e+00,-3.15e-01, 
-4.35953e+00,-3.15e-01, 
-4.35660e+00,-3.14e-01, 
-4.35367e+00,-3.13e-01, 
-4.35074e+00,-3.12e-01, 
-4.34781e+00,-3.10e-01, 
-4.34488e+00,-3.10e-01, 
-4.34195e+00,-3.12e-01, 
-4.33902e+00,-3.12e-01, 
-4.33609e+00,-3.13e-01, 
-4.33316e+00,-3.14e-01, 
-4.33023e+00,-3.14e-01, 
-4.32730e+00,-3.14e-01, 
-4.32438e+00,-3.14e-01, 
-4.32145e+00,-3.14e-01, 
-4.31852e+00,-3.14e-01, 
-4.31559e+00,-3.13e-01, 
-4.31266e+00,-3.13e-01, 
-4.30973e+00,-3.13e-01, 
-4.30680e+00,-3.13e-01, 
-4.30387e+00,-3.13e-01, 
-4.30094e+00,-3.13e-01, 
-4.29801e+00,-3.13e-01, 
-4.29508e+00,-3.13e-01, 
-4.29215e+00,-3.13e-01, 
-4.28922e+00,-3.13e-01, 
-4.28629e+00,-3.13e-01, 
-4.28336e+00,-3.12e-01, 
-4.28043e+00,-3.12e-01, 
-4.27750e+00,-3.12e-01, 
-4.27457e+00,-3.12e-01, 
-4.27164e+00,-3.11e-01, 
-4.26871e+00,-3.12e-01, 
-4.26578e+00,-3.13e-01, 
-4.26285e+00,-3.13e-01, 
-4.25992e+00,-3.13e-01, 
-4.25699e+00,-3.14e-01, 
-4.25406e+00,-3.14e-01, 
-4.25113e+00,-3.14e-01, 
-4.24820e+00,-3.14e-01, 
-4.24527e+00,-3.13e-01, 
-4.24234e+00,-3.13e-01, 
-4.23941e+00,-3.13e-01, 
-4.23648e+00,-3.13e-01, 
-4.23355e+00,-3.11e-01, 
-4.23063e+00,-3.11e-01, 
-4.22770e+00,-3.11e-01, 
-4.22477e+00,-3.10e-01, 
-4.22184e+00,-3.11e-01, 
-4.21891e+00,-3.12e-01, 
-4.21598e+00,-3.12e-01, 
-4.21305e+00,-3.13e-01, 
-4.21012e+00,-3.13e-01, 
-4.20719e+00,-3.13e-01, 
-4.20426e+00,-3.13e-01, 
-4.20133e+00,-3.13e-01, 
-4.19840e+00,-3.13e-01, 
-4.19547e+00,-3.12e-01, 
-4.19254e+00,-3.11e-01, 
-4.18961e+00,-3.12e-01, 
-4.18668e+00,-3.11e-01, 
-4.18375e+00,-3.12e-01, 
-4.18082e+00,-3.13e-01, 
-4.17789e+00,-3.13e-01, 
-4.17496e+00,-3.13e-01, 
-4.17203e+00,-3.13e-01, 
-4.16910e+00,-3.13e-01, 
-4.16617e+00,-3.13e-01, 
-4.16324e+00,-3.13e-01, 
-4.16031e+00,-3.13e-01, 
-4.15738e+00,-3.11e-01, 
-4.15445e+00,-3.13e-01, 
-4.15152e+00,-3.11e-01, 
-4.14859e+00,-3.11e-01, 
-4.14566e+00,-3.10e-01, 
-4.14273e+00,-3.10e-01, 
-4.13980e+00,-3.10e-01, 
-4.13688e+00,-3.10e-01, 
-4.13395e+00,-3.10e-01, 
-4.13102e+00,-3.10e-01, 
-4.12809e+00,-3.11e-01, 
-4.12516e+00,-3.12e-01, 
-4.12223e+00,-3.13e-01, 
-4.11930e+00,-3.13e-01, 
-4.11637e+00,-3.14e-01, 
-4.11344e+00,-3.13e-01, 
-4.11051e+00,-3.14e-01, 
-4.10758e+00,-3.11e-01, 
-4.10465e+00,-3.10e-01, 
-4.10172e+00,-3.10e-01, 
-4.09879e+00,-3.10e-01, 
-4.09586e+00,-3.10e-01, 
-4.09293e+00,-3.10e-01, 
-4.09000e+00,-3.12e-01, 
-4.08707e+00,-3.11e-01, 
-4.08414e+00,-3.13e-01, 
-4.08121e+00,-3.12e-01, 
-4.07828e+00,-3.12e-01, 
-4.07535e+00,-3.10e-01, 
-4.07242e+00,-3.10e-01, 
-4.06949e+00,-3.10e-01, 
-4.06656e+00,-3.09e-01, 
-4.06363e+00,-3.10e-01, 
-4.06070e+00,-3.10e-01, 
-4.05777e+00,-3.10e-01, 
-4.05484e+00,-3.12e-01, 
-4.05191e+00,-3.13e-01, 
-4.04898e+00,-3.13e-01, 
-4.04605e+00,-3.13e-01, 
-4.04313e+00,-3.12e-01, 
-4.04020e+00,-3.11e-01, 
-4.03727e+00,-3.10e-01, 
-4.03434e+00,-3.10e-01, 
-4.03141e+00,-3.10e-01, 
-4.02848e+00,-3.09e-01, 
-4.02555e+00,-3.09e-01, 
-4.02262e+00,-3.10e-01, 
-4.01969e+00,-3.11e-01, 
-4.01676e+00,-3.13e-01, 
-4.01383e+00,-3.13e-01, 
-4.01090e+00,-3.13e-01, 
-4.00797e+00,-3.13e-01, 
-4.00504e+00,-3.10e-01, 
-4.00211e+00,-3.10e-01, 
-3.99918e+00,-3.08e-01, 
-3.99625e+00,-3.07e-01, 
-3.99332e+00,-3.07e-01, 
-3.99039e+00,-3.08e-01, 
-3.98746e+00,-3.09e-01, 
-3.98453e+00,-3.10e-01, 
-3.98160e+00,-3.12e-01, 
-3.97867e+00,-3.13e-01, 
-3.97574e+00,-3.13e-01, 
-3.97281e+00,-3.13e-01, 
-3.96988e+00,-3.12e-01, 
-3.96695e+00,-3.10e-01, 
-3.96402e+00,-3.10e-01, 
-3.96109e+00,-3.09e-01, 
-3.95816e+00,-3.08e-01, 
-3.95523e+00,-3.08e-01, 
-3.95230e+00,-3.10e-01, 
-3.94938e+00,-3.10e-01, 
-3.94645e+00,-3.10e-01, 
-3.94352e+00,-3.10e-01, 
-3.94059e+00,-3.10e-01, 
-3.93766e+00,-3.10e-01, 
-3.93473e+00,-3.10e-01, 
-3.93180e+00,-3.10e-01, 
-3.92887e+00,-3.10e-01, 
-3.92594e+00,-3.09e-01, 
-3.92301e+00,-3.09e-01, 
-3.92008e+00,-3.09e-01, 
-3.91715e+00,-3.09e-01, 
-3.91422e+00,-3.09e-01, 
-3.91129e+00,-3.10e-01, 
-3.90836e+00,-3.10e-01, 
-3.90543e+00,-3.10e-01, 
-3.90250e+00,-3.10e-01, 
-3.89957e+00,-3.11e-01, 
-3.89664e+00,-3.11e-01, 
-3.89371e+00,-3.10e-01, 
-3.89078e+00,-3.10e-01, 
-3.88785e+00,-3.10e-01, 
-3.88492e+00,-3.09e-01, 
-3.88199e+00,-3.09e-01, 
-3.87906e+00,-3.09e-01, 
-3.87613e+00,-3.09e-01, 
-3.87320e+00,-3.09e-01, 
-3.87027e+00,-3.10e-01, 
-3.86734e+00,-3.10e-01, 
-3.86441e+00,-3.10e-01, 
-3.86148e+00,-3.10e-01, 
-3.85855e+00,-3.10e-01, 
-3.85563e+00,-3.10e-01, 
-3.85270e+00,-3.10e-01, 
-3.84977e+00,-3.10e-01, 
-3.84684e+00,-3.10e-01, 
-3.84391e+00,-3.09e-01, 
-3.84098e+00,-3.10e-01, 
-3.83805e+00,-3.10e-01, 
-3.83512e+00,-3.10e-01, 
-3.83219e+00,-3.10e-01, 
-3.82926e+00,-3.11e-01, 
-3.82633e+00,-3.11e-01, 
-3.82340e+00,-3.11e-01, 
-3.82047e+00,-3.11e-01, 
-3.81754e+00,-3.10e-01, 
-3.81461e+00,-3.10e-01, 
-3.81168e+00,-3.08e-01, 
-3.80875e+00,-3.07e-01, 
-3.80582e+00,-3.07e-01, 
-3.80289e+00,-3.07e-01, 
-3.79996e+00,-3.08e-01, 
-3.79703e+00,-3.09e-01, 
-3.79410e+00,-3.10e-01, 
-3.79117e+00,-3.11e-01, 
-3.78824e+00,-3.11e-01, 
-3.78531e+00,-3.11e-01, 
-3.78238e+00,-3.11e-01, 
-3.77945e+00,-3.10e-01, 
-3.77652e+00,-3.10e-01, 
-3.77359e+00,-3.08e-01, 
-3.77066e+00,-3.08e-01, 
-3.76773e+00,-3.08e-01, 
-3.76480e+00,-3.09e-01, 
-3.76188e+00,-3.10e-01, 
-3.75895e+00,-3.10e-01, 
-3.75602e+00,-3.11e-01, 
-3.75309e+00,-3.12e-01, 
-3.75016e+00,-3.11e-01, 
-3.74723e+00,-3.10e-01, 
-3.74430e+00,-3.10e-01, 
-3.74137e+00,-3.10e-01, 
-3.73844e+00,-3.09e-01, 
-3.73551e+00,-3.09e-01, 
-3.73258e+00,-3.08e-01, 
-3.72965e+00,-3.08e-01, 
-3.72672e+00,-3.09e-01, 
-3.72379e+00,-3.10e-01, 
-3.72086e+00,-3.10e-01, 
-3.71793e+00,-3.10e-01, 
-3.71500e+00,-3.10e-01, 
-3.71207e+00,-3.10e-01, 
-3.70914e+00,-3.10e-01, 
-3.70621e+00,-3.10e-01, 
-3.70328e+00,-3.10e-01, 
-3.70035e+00,-3.09e-01, 
-3.69742e+00,-3.09e-01, 
-3.69449e+00,-3.10e-01, 
-3.69156e+00,-3.10e-01, 
-3.68863e+00,-3.10e-01, 
-3.68570e+00,-3.10e-01, 
-3.68277e+00,-3.10e-01, 
-3.67984e+00,-3.10e-01, 
-3.67691e+00,-3.10e-01, 
-3.67398e+00,-3.10e-01, 
-3.67105e+00,-3.10e-01, 
-3.66813e+00,-3.09e-01, 
-3.66520e+00,-3.09e-01, 
-3.66227e+00,-3.09e-01, 
-3.65934e+00,-3.09e-01, 
-3.65641e+00,-3.09e-01, 
-3.65348e+00,-3.09e-01, 
-3.65055e+00,-3.10e-01, 
-3.64762e+00,-3.10e-01, 
-3.64469e+00,-3.10e-01, 
-3.64176e+00,-3.10e-01, 
-3.63883e+00,-3.10e-01, 
-3.63590e+00,-3.10e-01, 
-3.63297e+00,-3.10e-01, 
-3.63004e+00,-3.10e-01, 
-3.62711e+00,-3.10e-01, 
-3.62418e+00,-3.10e-01, 
-3.62125e+00,-3.10e-01, 
-3.61832e+00,-3.10e-01, 
-3.61539e+00,-3.10e-01, 
-3.61246e+00,-3.10e-01, 
-3.60953e+00,-3.10e-01, 
-3.60660e+00,-3.10e-01, 
-3.60367e+00,-3.10e-01, 
-3.60074e+00,-3.10e-01, 
-3.59781e+00,-3.08e-01, 
-3.59488e+00,-3.08e-01, 
-3.59195e+00,-3.08e-01, 
-3.58902e+00,-3.09e-01, 
-3.58609e+00,-3.10e-01, 
-3.58316e+00,-3.10e-01, 
-3.58023e+00,-3.11e-01, 
-3.57730e+00,-3.10e-01, 
-3.57438e+00,-3.10e-01, 
-3.57145e+00,-3.10e-01, 
-3.56852e+00,-3.09e-01, 
-3.56559e+00,-3.09e-01, 
-3.56266e+00,-3.09e-01, 
-3.55973e+00,-3.09e-01, 
-3.55680e+00,-3.10e-01, 
-3.55387e+00,-3.10e-01, 
-3.55094e+00,-3.10e-01, 
-3.54801e+00,-3.11e-01, 
-3.54508e+00,-3.11e-01, 
-3.54215e+00,-3.11e-01, 
-3.53922e+00,-3.10e-01, 
-3.53629e+00,-3.10e-01, 
-3.53336e+00,-3.09e-01, 
-3.53043e+00,-3.08e-01, 
-3.52750e+00,-3.07e-01, 
-3.52457e+00,-3.08e-01, 
-3.52164e+00,-3.08e-01, 
-3.51871e+00,-3.09e-01, 
-3.51578e+00,-3.10e-01, 
-3.51285e+00,-3.11e-01, 
-3.50992e+00,-3.11e-01, 
-3.50699e+00,-3.11e-01, 
-3.50406e+00,-3.11e-01, 
-3.50113e+00,-3.10e-01, 
-3.49820e+00,-3.10e-01, 
-3.49527e+00,-3.08e-01, 
-3.49234e+00,-3.08e-01, 
-3.48941e+00,-3.08e-01, 
-3.48648e+00,-3.09e-01, 
-3.48355e+00,-3.10e-01, 
-3.48063e+00,-3.10e-01, 
-3.47770e+00,-3.11e-01, 
-3.47477e+00,-3.12e-01, 
-3.47184e+00,-3.11e-01, 
-3.46891e+00,-3.11e-01, 
-3.46598e+00,-3.10e-01, 
-3.46305e+00,-3.08e-01, 
-3.46012e+00,-3.07e-01, 
-3.45719e+00,-3.07e-01, 
-3.45426e+00,-3.07e-01, 
-3.45133e+00,-3.07e-01, 
-3.44840e+00,-3.10e-01, 
-3.44547e+00,-3.11e-01, 
-3.44254e+00,-3.11e-01, 
-3.43961e+00,-3.13e-01, 
-3.43668e+00,-3.12e-01, 
-3.43375e+00,-3.11e-01, 
-3.43082e+00,-3.10e-01, 
-3.42789e+00,-3.08e-01, 
-3.42496e+00,-3.07e-01, 
-3.42203e+00,-3.07e-01, 
-3.41910e+00,-3.07e-01, 
-3.41617e+00,-3.07e-01, 
-3.41324e+00,-3.08e-01, 
-3.41031e+00,-3.09e-01, 
-3.40738e+00,-3.10e-01, 
-3.40445e+00,-3.10e-01, 
-3.40152e+00,-3.11e-01, 
-3.39859e+00,-3.11e-01, 
-3.39566e+00,-3.10e-01, 
-3.39273e+00,-3.09e-01, 
-3.38980e+00,-3.08e-01, 
-3.38688e+00,-3.07e-01, 
-3.38395e+00,-3.07e-01, 
-3.38102e+00,-3.08e-01, 
-3.37809e+00,-3.08e-01, 
-3.37516e+00,-3.09e-01, 
-3.37223e+00,-3.10e-01, 
-3.36930e+00,-3.10e-01, 
-3.36637e+00,-3.10e-01, 
-3.36344e+00,-3.11e-01, 
-3.36051e+00,-3.10e-01, 
-3.35758e+00,-3.10e-01, 
-3.35465e+00,-3.09e-01, 
-3.35172e+00,-3.09e-01, 
-3.34879e+00,-3.08e-01, 
-3.34586e+00,-3.08e-01, 
-3.34293e+00,-3.09e-01, 
-3.34000e+00,-3.09e-01, 
-3.33707e+00,-3.09e-01, 
-3.33414e+00,-3.10e-01, 
-3.33121e+00,-3.10e-01, 
-3.32828e+00,-3.10e-01, 
-3.32535e+00,-3.10e-01, 
-3.32242e+00,-3.10e-01, 
-3.31949e+00,-3.10e-01, 
-3.31656e+00,-3.10e-01, 
-3.31363e+00,-3.10e-01, 
-3.31070e+00,-3.10e-01, 
-3.30777e+00,-3.09e-01, 
-3.30484e+00,-3.09e-01, 
-3.30191e+00,-3.08e-01, 
-3.29898e+00,-3.10e-01, 
-3.29605e+00,-3.10e-01, 
-3.29313e+00,-3.10e-01, 
-3.29020e+00,-3.10e-01, 
-3.28727e+00,-3.10e-01, 
-3.28434e+00,-3.10e-01, 
-3.28141e+00,-3.11e-01, 
-3.27848e+00,-3.10e-01, 
-3.27555e+00,-3.10e-01, 
-3.27262e+00,-3.09e-01, 
-3.26969e+00,-3.08e-01, 
-3.26676e+00,-3.07e-01, 
-3.26383e+00,-3.08e-01, 
-3.26090e+00,-3.08e-01, 
-3.25797e+00,-3.09e-01, 
-3.25504e+00,-3.09e-01, 
-3.25211e+00,-3.10e-01, 
-3.24918e+00,-3.10e-01, 
-3.24625e+00,-3.10e-01, 
-3.24332e+00,-3.10e-01, 
-3.24039e+00,-3.10e-01, 
-3.23746e+00,-3.10e-01, 
-3.23453e+00,-3.10e-01, 
-3.23160e+00,-3.10e-01, 
-3.22867e+00,-3.09e-01, 
-3.22574e+00,-3.09e-01, 
-3.22281e+00,-3.09e-01, 
-3.21988e+00,-3.10e-01, 
-3.21695e+00,-3.10e-01, 
-3.21402e+00,-3.10e-01, 
-3.21109e+00,-3.10e-01, 
-3.20816e+00,-3.10e-01, 
-3.20523e+00,-3.10e-01, 
-3.20230e+00,-3.10e-01, 
-3.19938e+00,-3.10e-01, 
-3.19645e+00,-3.09e-01, 
-3.19352e+00,-3.09e-01, 
-3.19059e+00,-3.08e-01, 
-3.18766e+00,-3.08e-01, 
-3.18473e+00,-3.08e-01, 
-3.18180e+00,-3.10e-01, 
-3.17887e+00,-3.10e-01, 
-3.17594e+00,-3.10e-01, 
-3.17301e+00,-3.11e-01, 
-3.17008e+00,-3.11e-01, 
-3.16715e+00,-3.10e-01, 
-3.16422e+00,-3.10e-01, 
-3.16129e+00,-3.10e-01, 
-3.15836e+00,-3.09e-01, 
-3.15543e+00,-3.08e-01, 
-3.15250e+00,-3.08e-01, 
-3.14957e+00,-3.09e-01, 
-3.14664e+00,-3.08e-01, 
-3.14371e+00,-3.10e-01, 
-3.14078e+00,-3.10e-01, 
-3.13785e+00,-3.10e-01, 
-3.13492e+00,-3.10e-01, 
-3.13199e+00,-3.10e-01, 
-3.12906e+00,-3.10e-01, 
-3.12613e+00,-3.10e-01, 
-3.12320e+00,-3.09e-01, 
-3.12027e+00,-3.08e-01, 
-3.11734e+00,-3.09e-01, 
-3.11441e+00,-3.08e-01, 
-3.11148e+00,-3.10e-01, 
-3.10855e+00,-3.10e-01, 
-3.10563e+00,-3.10e-01, 
-3.10270e+00,-3.10e-01, 
-3.09977e+00,-3.11e-01, 
-3.09684e+00,-3.11e-01, 
-3.09391e+00,-3.10e-01, 
-3.09098e+00,-3.10e-01, 
