,CH3
Second,Volt
-1.00636e+01,-3.10e-01, 
-1.00607e+01,-3.09e-01, 
-1.00578e+01,-3.10e-01, 
-1.00548e+01,-3.10e-01, 
-1.00519e+01,-3.10e-01, 
-1.00490e+01,-3.10e-01, 
-1.00461e+01,-3.10e-01, 
-1.00431e+01,-3.10e-01, 
-1.00402e+01,-3.10e-01, 
-1.00373e+01,-3.09e-01, 
-1.00343e+01,-3.09e-01, 
-1.00314e+01,-3.09e-01, 
-1.00285e+01,-3.08e-01, 
-1.00255e+01,-3.07e-01, 
-1.00226e+01,-3.07e-01, 
-1.00197e+01,-3.07e-01, 
-1.00168e+01,-3.08e-01, 
-1.00138e+01,-3.08e-01, 
-1.00109e+01,-3.09e-01, 
-1.00080e+01,-3.10e-01, 
-1.00050e+01,-3.10e-01, 
-1.00021e+01,-3.10e-01, 
-9.99918e+00,-3.10e-01, 
-9.99625e+00,-3.10e-01, 
-9.99332e+00,-3.09e-01, 
-9.99039e+00,-3.08e-01, 
-9.98746e+00,-3.07e-01, 
-9.98453e+00,-3.08e-01, 
-9.98160e+00,-3.09e-01, 
-9.97867e+00,-3.09e-01, 
-9.97574e+00,-3.09e-01, 
-9.97281e+00,-3.10e-01, 
-9.96988e+00,-3.10e-01, 
-9.96695e+00,-3.09e-01, 
-9.96402e+00,-3.09e-01, 
-9.96109e+00,-3.08e-01, 
-9.95816e+00,-3.07e-01, 
-9.95523e+00,-3.07e-01, 
-9.95230e+00,-3.06e-01, 
-9.94938e+00,-3.07e-01, 
-9.94645e+00,-3.07e-01, 
-9.94352e+00,-3.07e-01, 
-9.94059e+00,-3.09e-01, 
-9.93766e+00,-3.10e-01, 
-9.93473e+00,-3.10e-01, 
-9.93180e+00,-3.10e-01, 
-9.92887e+00,-3.10e-01, 
-9.92594e+00,-3.09e-01, 
-9.92301e+00,-3.07e-01, 
-9.92008e+00,-3.07e-01, 
-9.91715e+00,-3.06e-01, 
-9.91422e+00,-3.06e-01, 
-9.91129e+00,-3.07e-01, 
-9.90836e+00,-3.08e-01, 
-9.90543e+00,-3.10e-01, 
-9.90250e+00,-3.10e-01, 
-9.89957e+00,-3.12e-01, 
-9.89664e+00,-3.11e-01, 
-9.89371e+00,-3.10e-01, 
-9.89078e+00,-3.09e-01, 
-9.88785e+00,-3.07e-01, 
-9.88492e+00,-3.06e-01, 
-9.88199e+00,-3.05e-01, 
-9.87906e+00,-3.05e-01, 
-9.87613e+00,-3.06e-01, 
-9.87320e+00,-3.07e-01, 
-9.87027e+00,-3.09e-01, 
-9.86734e+00,-3.10e-01, 
-9.86441e+00,-3.10e-01, 
-9.86148e+00,-3.11e-01, 
-9.85855e+00,-3.10e-01, 
-9.85563e+00,-3.10e-01, 
-9.85270e+00,-3.09e-01, 
-9.84977e+00,-3.08e-01, 
-9.84684e+00,-3.07e-01, 
-9.84391e+00,-3.07e-01, 
-9.84098e+00,-3.07e-01, 
-9.83805e+00,-3.08e-01, 
-9.83512e+00,-3.09e-01, 
-9.83219e+00,-3.09e-01, 
-9.82926e+00,-3.10e-01, 
-9.82633e+00,-3.10e-01, 
-9.82340e+00,-3.09e-01, 
-9.82047e+00,-3.08e-01, 
-9.81754e+00,-3.07e-01, 
-9.81461e+00,-3.07e-01, 
-9.81168e+00,-3.07e-01, 
-9.80875e+00,-3.06e-01, 
-9.80582e+00,-3.07e-01, 
-9.80289e+00,-3.09e-01, 
-9.79996e+00,-3.10e-01, 
-9.79703e+00,-3.10e-01, 
-9.79410e+00,-3.10e-01, 
-9.79117e+00,-3.10e-01, 
-9.78824e+00,-3.10e-01, 
-9.78531e+00,-3.10e-01, 
-9.78238e+00,-3.09e-01, 
-9.77945e+00,-3.09e-01, 
-9.77652e+00,-3.08e-01, 
-9.77359e+00,-3.09e-01, 
-9.77066e+00,-3.08e-01, 
-9.76773e+00,-3.07e-01, 
-9.76480e+00,-3.08e-01, 
-9.76188e+00,-3.09e-01, 
-9.75895e+00,-3.07e-01, 
-9.75602e+00,-3.08e-01, 
-9.75309e+00,-3.08e-01, 
-9.75016e+00,-3.08e-01, 
-9.74723e+00,-3.09e-01, 
-9.74430e+00,-3.09e-01, 
-9.74137e+00,-3.08e-01, 
-9.73844e+00,-3.08e-01, 
-9.73551e+00,-3.09e-01, 
-9.73258e+00,-3.07e-01, 
-9.72965e+00,-3.08e-01, 
-9.72672e+00,-3.07e-01, 
-9.72379e+00,-3.08e-01, 
-9.72086e+00,-3.08e-01, 
-9.71793e+00,-3.10e-01, 
-9.71500e+00,-3.10e-01, 
-9.71207e+00,-3.12e-01, 
-9.70914e+00,-3.11e-01, 
-9.70621e+00,-3.11e-01, 
-9.70328e+00,-3.10e-01, 
-9.70035e+00,-3.10e-01, 
-9.69742e+00,-3.08e-01, 
-9.69449e+00,-3.07e-01, 
-9.69156e+00,-3.06e-01, 
-9.68863e+00,-3.06e-01, 
-9.68570e+00,-3.06e-01, 
-9.68277e+00,-3.07e-01, 
-9.67984e+00,-3.08e-01, 
-9.67691e+00,-3.09e-01, 
-9.67398e+00,-3.10e-01, 
-9.67105e+00,-3.10e-01, 
-9.66813e+00,-3.10e-01, 
-9.66520e+00,-3.10e-01, 
-9.66227e+00,-3.10e-01, 
-9.65934e+00,-3.09e-01, 
-9.65641e+00,-3.09e-01, 
-9.65348e+00,-3.08e-01, 
-9.65055e+00,-3.08e-01, 
-9.64762e+00,-3.08e-01, 
-9.64469e+00,-3.09e-01, 
-9.64176e+00,-3.08e-01, 
-9.63883e+00,-3.10e-01, 
-9.63590e+00,-3.10e-01, 
-9.63297e+00,-3.09e-01, 
-9.63004e+00,-3.09e-01, 
-9.62711e+00,-3.09e-01, 
-9.62418e+00,-3.08e-01, 
-9.62125e+00,-3.08e-01, 
-9.61832e+00,-3.08e-01, 
-9.61539e+00,-3.08e-01, 
-9.61246e+00,-3.09e-01, 
-9.60953e+00,-3.10e-01, 
-9.60660e+00,-3.09e-01, 
-9.60367e+00,-3.08e-01, 
-9.60074e+00,-3.07e-01, 
-9.59781e+00,-3.07e-01, 
-9.59488e+00,-3.07e-01, 
-9.59195e+00,-3.07e-01, 
-9.58902e+00,-3.09e-01, 
-9.58609e+00,-3.09e-01, 
-9.58316e+00,-3.10e-01, 
-9.58023e+00,-3.10e-01, 
-9.57730e+00,-3.10e-01, 
-9.57438e+00,-3.10e-01, 
-9.57145e+00,-3.10e-01, 
-9.56852e+00,-3.09e-01, 
-9.56559e+00,-3.08e-01, 
-9.56266e+00,-3.07e-01, 
-9.55973e+00,-3.07e-01, 
-9.55680e+00,-3.07e-01, 
-9.55387e+00,-3.07e-01, 
-9.55094e+00,-3.08e-01, 
-9.54801e+00,-3.08e-01, 
-9.54508e+00,-3.07e-01, 
-9.54215e+00,-3.08e-01, 
-9.53922e+00,-3.07e-01, 
-9.53629e+00,-3.07e-01, 
-9.53336e+00,-3.07e-01, 
-9.53043e+00,-3.07e-01, 
-9.52750e+00,-3.07e-01, 
-9.52457e+00,-3.07e-01, 
-9.52164e+00,-3.08e-01, 
-9.51871e+00,-3.09e-01, 
-9.51578e+00,-3.10e-01, 
-9.51285e+00,-3.10e-01, 
-9.50992e+00,-3.10e-01, 
-9.50699e+00,-3.09e-01, 
-9.50406e+00,-3.09e-01, 
-9.50113e+00,-3.08e-01, 
-9.49820e+00,-3.07e-01, 
-9.49527e+00,-3.07e-01, 
-9.49234e+00,-3.06e-01, 
-9.48941e+00,-3.06e-01, 
-9.48648e+00,-3.07e-01, 
-9.48355e+00,-3.07e-01, 
-9.48063e+00,-3.08e-01, 
-9.47770e+00,-3.09e-01, 
-9.47477e+00,-3.09e-01, 
-9.47184e+00,-3.09e-01, 
-9.46891e+00,-3.09e-01, 
-9.46598e+00,-3.08e-01, 
-9.46305e+00,-3.07e-01, 
-9.46012e+00,-3.07e-01, 
-9.45719e+00,-3.07e-01, 
-9.45426e+00,-3.06e-01, 
-9.45133e+00,-3.06e-01, 
-9.44840e+00,-3.07e-01, 
-9.44547e+00,-3.07e-01, 
-9.44254e+00,-3.07e-01, 
-9.43961e+00,-3.07e-01, 
-9.43668e+00,-3.08e-01, 
-9.43375e+00,-3.09e-01, 
-9.43082e+00,-3.09e-01, 
-9.42789e+00,-3.09e-01, 
-9.42496e+00,-3.09e-01, 
-9.42203e+00,-3.08e-01, 
-9.41910e+00,-3.07e-01, 
-9.41617e+00,-3.07e-01, 
-9.41324e+00,-3.06e-01, 
-9.41031e+00,-3.06e-01, 
-9.40738e+00,-3.06e-01, 
-9.40445e+00,-3.06e-01, 
-9.40152e+00,-3.07e-01, 
-9.39859e+00,-3.07e-01, 
-9.39566e+00,-3.07e-01, 
-9.39273e+00,-3.09e-01, 
-9.38980e+00,-3.08e-01, 
-9.38688e+00,-3.09e-01, 
-9.38395e+00,-3.09e-01, 
-9.38102e+00,-3.08e-01, 
-9.37809e+00,-3.07e-01, 
-9.37516e+00,-3.07e-01, 
-9.37223e+00,-3.07e-01, 
-9.36930e+00,-3.07e-01, 
-9.36637e+00,-3.07e-01, 
-9.36344e+00,-3.07e-01, 
-9.36051e+00,-3.07e-01, 
-9.35758e+00,-3.07e-01, 
-9.35465e+00,-3.07e-01, 
-9.35172e+00,-3.07e-01, 
-9.34879e+00,-3.07e-01, 
-9.34586e+00,-3.07e-01, 
-9.34293e+00,-3.06e-01, 
-9.34000e+00,-3.07e-01, 
-9.33707e+00,-3.07e-01, 
-9.33414e+00,-3.07e-01, 
-9.33121e+00,-3.07e-01, 
-9.32828e+00,-3.07e-01, 
-9.32535e+00,-3.07e-01, 
-9.32242e+00,-3.07e-01, 
-9.31949e+00,-3.07e-01, 
-9.31656e+00,-3.07e-01, 
-9.31363e+00,-3.07e-01, 
-9.31070e+00,-3.07e-01, 
-9.30777e+00,-3.07e-01, 
-9.30484e+00,-3.07e-01, 
-9.30191e+00,-3.08e-01, 
-9.29898e+00,-3.07e-01, 
-9.29605e+00,-3.07e-01, 
-9.29313e+00,-3.07e-01, 
-9.29020e+00,-3.07e-01, 
-9.28727e+00,-3.07e-01, 
-9.28434e+00,-3.06e-01, 
-9.28141e+00,-3.06e-01, 
-9.27848e+00,-3.07e-01, 
-9.27555e+00,-3.06e-01, 
-9.27262e+00,-3.07e-01, 
-9.26969e+00,-3.07e-01, 
-9.26676e+00,-3.07e-01, 
-9.26383e+00,-3.07e-01, 
-9.26090e+00,-3.07e-01, 
-9.25797e+00,-3.07e-01, 
-9.25504e+00,-3.06e-01, 
-9.25211e+00,-3.06e-01, 
-9.24918e+00,-3.06e-01, 
-9.24625e+00,-3.06e-01, 
-9.24332e+00,-3.06e-01, 
-9.24039e+00,-3.07e-01, 
-9.23746e+00,-3.08e-01, 
-9.23453e+00,-3.09e-01, 
-9.23160e+00,-3.10e-01, 
-9.22867e+00,-3.10e-01, 
-9.22574e+00,-3.10e-01, 
-9.22281e+00,-3.09e-01, 
-9.21988e+00,-3.07e-01, 
-9.21695e+00,-3.06e-01, 
-9.21402e+00,-3.05e-01, 
-9.21109e+00,-3.04e-01, 
-9.20816e+00,-3.05e-01, 
-9.20523e+00,-3.05e-01, 
-9.20230e+00,-3.06e-01, 
-9.19938e+00,-3.07e-01, 
-9.19645e+00,-3.09e-01, 
-9.19352e+00,-3.10e-01, 
-9.19059e+00,-3.10e-01, 
-9.18766e+00,-3.09e-01, 
-9.18473e+00,-3.08e-01, 
-9.18180e+00,-3.07e-01, 
-9.17887e+00,-3.06e-01, 
-9.17594e+00,-3.06e-01, 
-9.17301e+00,-3.06e-01, 
-9.17008e+00,-3.06e-01, 
-9.16715e+00,-3.06e-01, 
-9.16422e+00,-3.07e-01, 
-9.16129e+00,-3.08e-01, 
-9.15836e+00,-3.08e-01, 
-9.15543e+00,-3.09e-01, 
-9.15250e+00,-3.09e-01, 
-9.14957e+00,-3.08e-01, 
-9.14664e+00,-3.08e-01, 
-9.14371e+00,-3.07e-01, 
-9.14078e+00,-3.06e-01, 
-9.13785e+00,-3.06e-01, 
-9.13492e+00,-3.06e-01, 
-9.13199e+00,-3.06e-01, 
-9.12906e+00,-3.07e-01, 
-9.12613e+00,-3.08e-01, 
-9.12320e+00,-3.08e-01, 
-9.12027e+00,-3.08e-01, 
-9.11734e+00,-3.08e-01, 
-9.11441e+00,-3.08e-01, 
-9.11148e+00,-3.08e-01, 
-9.10855e+00,-3.08e-01, 
-9.10563e+00,-3.07e-01, 
-9.10270e+00,-3.07e-01, 
-9.09977e+00,-3.07e-01, 
-9.09684e+00,-3.07e-01, 
-9.09391e+00,-3.07e-01, 
-9.09098e+00,-3.07e-01, 
-9.08805e+00,-3.07e-01, 
-9.08512e+00,-3.07e-01, 
-9.08219e+00,-3.08e-01, 
-9.07926e+00,-3.08e-01, 
-9.07633e+00,-3.08e-01, 
-9.07340e+00,-3.08e-01, 
-9.07047e+00,-3.07e-01, 
-9.06754e+00,-3.07e-01, 
-9.06461e+00,-3.06e-01, 
-9.06168e+00,-3.06e-01, 
-9.05875e+00,-3.06e-01, 
-9.05582e+00,-3.06e-01, 
-9.05289e+00,-3.07e-01, 
-9.04996e+00,-3.07e-01, 
-9.04703e+00,-3.08e-01, 
-9.04410e+00,-3.10e-01, 
-9.04117e+00,-3.10e-01, 
-9.03824e+00,-3.10e-01, 
-9.03531e+00,-3.10e-01, 
-9.03238e+00,-3.09e-01, 
-9.02945e+00,-3.08e-01, 
-9.02652e+00,-3.07e-01, 
-9.02359e+00,-3.07e-01, 
-9.02066e+00,-3.07e-01, 
-9.01773e+00,-3.07e-01, 
-9.01480e+00,-3.07e-01, 
-9.01188e+00,-3.07e-01, 
-9.00895e+00,-3.08e-01, 
-9.00602e+00,-3.08e-01, 
-9.00309e+00,-3.09e-01, 
-9.00016e+00,-3.08e-01, 
-8.99723e+00,-3.07e-01, 
-8.99430e+00,-3.07e-01, 
-8.99137e+00,-3.06e-01, 
-8.98844e+00,-3.06e-01, 
-8.98551e+00,-3.06e-01, 
-8.98258e+00,-3.07e-01, 
-8.97965e+00,-3.07e-01, 
-8.97672e+00,-3.09e-01, 
-8.97379e+00,-3.09e-01, 
-8.97086e+00,-3.09e-01, 
-8.96793e+00,-3.10e-01, 
-8.96500e+00,-3.10e-01, 
-8.96207e+00,-3.09e-01, 
-8.95914e+00,-3.08e-01, 
-8.95621e+00,-3.08e-01, 
-8.95328e+00,-3.08e-01, 
-8.95035e+00,-3.07e-01, 
-8.94742e+00,-3.07e-01, 
-8.94449e+00,-3.07e-01, 
-8.94156e+00,-3.08e-01, 
-8.93863e+00,-3.07e-01, 
-8.93570e+00,-3.07e-01, 
-8.93277e+00,-3.07e-01, 
-8.92984e+00,-3.07e-01, 
-8.92691e+00,-3.07e-01, 
-8.92398e+00,-3.07e-01, 
-8.92105e+00,-3.07e-01, 
-8.91813e+00,-3.07e-01, 
-8.91520e+00,-3.07e-01, 
-8.91227e+00,-3.08e-01, 
-8.90934e+00,-3.09e-01, 
-8.90641e+00,-3.09e-01, 
-8.90348e+00,-3.09e-01, 
-8.90055e+00,-3.09e-01, 
-8.89762e+00,-3.09e-01, 
-8.89469e+00,-3.09e-01, 
-8.89176e+00,-3.09e-01, 
-8.88883e+00,-3.09e-01, 
-8.88590e+00,-3.09e-01, 
-8.88297e+00,-3.09e-01, 
-8.88004e+00,-3.09e-01, 
-8.87711e+00,-3.10e-01, 
-8.87418e+00,-3.09e-01, 
-8.87125e+00,-3.09e-01, 
-8.86832e+00,-3.08e-01, 
-8.86539e+00,-3.08e-01, 
-8.86246e+00,-3.07e-01, 
-8.85953e+00,-3.07e-01, 
-8.85660e+00,-3.07e-01, 
-8.85367e+00,-3.07e-01, 
-8.85074e+00,-3.07e-01, 
-8.84781e+00,-3.07e-01, 
-8.84488e+00,-3.09e-01, 
-8.84195e+00,-3.09e-01, 
-8.83902e+00,-3.10e-01, 
-8.83609e+00,-3.10e-01, 
-8.83316e+00,-3.09e-01, 
-8.83023e+00,-3.08e-01, 
-8.82730e+00,-3.08e-01, 
-8.82438e+00,-3.08e-01, 
-8.82145e+00,-3.08e-01, 
-8.81852e+00,-3.07e-01, 
-8.81559e+00,-3.08e-01, 
-8.81266e+00,-3.08e-01, 
-8.80973e+00,-3.09e-01, 
-8.80680e+00,-3.10e-01, 
-8.80387e+00,-3.10e-01, 
-8.80094e+00,-3.09e-01, 
-8.79801e+00,-3.08e-01, 
-8.79508e+00,-3.08e-01, 
-8.79215e+00,-3.07e-01, 
-8.78922e+00,-3.07e-01, 
-8.78629e+00,-3.07e-01, 
-8.78336e+00,-3.06e-01, 
-8.78043e+00,-3.07e-01, 
-8.77750e+00,-3.07e-01, 
-8.77457e+00,-3.08e-01, 
-8.77164e+00,-3.09e-01, 
-8.76871e+00,-3.10e-01, 
-8.76578e+00,-3.10e-01, 
-8.76285e+00,-3.10e-01, 
-8.75992e+00,-3.09e-01, 
-8.75699e+00,-3.08e-01, 
-8.75406e+00,-3.07e-01, 
-8.75113e+00,-3.07e-01, 
-8.74820e+00,-3.06e-01, 
-8.74527e+00,-3.07e-01, 
-8.74234e+00,-3.08e-01, 
-8.73941e+00,-3.09e-01, 
-8.73648e+00,-3.10e-01, 
-8.73355e+00,-3.10e-01, 
-8.73063e+00,-3.10e-01, 
-8.72770e+00,-3.09e-01, 
-8.72477e+00,-3.09e-01, 
-8.72184e+00,-3.08e-01, 
-8.71891e+00,-3.07e-01, 
-8.71598e+00,-3.06e-01, 
-8.71305e+00,-3.06e-01, 
-8.71012e+00,-3.06e-01, 
-8.70719e+00,-3.07e-01, 
-8.70426e+00,-3.07e-01, 
-8.70133e+00,-3.09e-01, 
-8.69840e+00,-3.10e-01, 
-8.69547e+00,-3.10e-01, 
-8.69254e+00,-3.10e-01, 
-8.68961e+00,-3.10e-01, 
