,CH1,CH2,CH3,CH4
Second,Volt,Volt,Volt,Volt
-1.21600e+00,-9.60e+00,3.20e-02,-3.11e-01,-9.56e+00, 
-1.21200e+00,-9.56e+00,3.00e-02,-3.14e-01,-9.52e+00, 
-1.20800e+00,-9.56e+00,3.20e-02,-3.14e-01,-9.56e+00, 
-1.20400e+00,-9.62e+00,2.80e-02,-3.17e-01,-9.52e+00, 
-1.20000e+00,-9.62e+00,3.00e-02,-3.17e-01,-9.56e+00, 
-1.19600e+00,-9.56e+00,2.80e-02,-3.20e-01,-9.52e+00, 
-1.19200e+00,-9.56e+00,2.80e-02,-3.20e-01,-9.52e+00, 
-1.18800e+00,-9.62e+00,3.20e-02,-3.22e-01,-9.60e+00, 
-1.18400e+00,-9.58e+00,3.00e-02,-3.21e-01,-9.52e+00, 
-1.18000e+00,-9.62e+00,3.20e-02,-3.22e-01,-9.56e+00, 
-1.17600e+00,-9.58e+00,3.20e-02,-3.22e-01,-9.52e+00, 
-1.17200e+00,-9.62e+00,3.20e-02,-3.22e-01,-9.56e+00, 
-1.16800e+00,-9.62e+00,3.20e-02,-3.22e-01,-9.52e+00, 
-1.16400e+00,-9.58e+00,3.00e-02,-3.22e-01,-9.60e+00, 
-1.16000e+00,-9.58e+00,3.20e-02,-3.22e-01,-9.60e+00, 
-1.15600e+00,-9.62e+00,3.00e-02,-3.19e-01,-9.52e+00, 
-1.15200e+00,-9.62e+00,3.00e-02,-3.19e-01,-9.60e+00, 
-1.14800e+00,-9.58e+00,3.20e-02,-3.18e-01,-9.52e+00, 
-1.14400e+00,-9.62e+00,3.20e-02,-3.18e-01,-9.60e+00, 
-1.14000e+00,-9.60e+00,3.20e-02,-3.16e-01,-9.56e+00, 
-1.13600e+00,-9.60e+00,3.20e-02,-3.17e-01,-9.60e+00, 
-1.13200e+00,-9.62e+00,3.20e-02,-3.14e-01,-9.56e+00, 
-1.12800e+00,-9.60e+00,3.20e-02,-3.14e-01,-9.60e+00, 
-1.12400e+00,-9.66e+00,3.20e-02,-3.10e-01,-9.56e+00, 
-1.12000e+00,-9.62e+00,3.20e-02,-3.10e-01,-9.56e+00, 
-1.11600e+00,-9.64e+00,3.00e-02,-3.05e-01,-9.64e+00, 
