,CH3,CH4
Second,Volt,Volt
7.00000e-02,3.51e-01,-1.01e-02, 
7.00800e-02,3.50e-01,-1.01e-02, 
7.01600e-02,3.51e-01,-1.01e-02, 
7.02400e-02,3.51e-01,-1.01e-02, 
7.03200e-02,3.51e-01,-1.01e-02, 
7.04000e-02,3.51e-01,-1.01e-02, 
7.04800e-02,3.51e-01,-1.01e-02, 
7.05600e-02,3.51e-01,-1.01e-02, 
7.06400e-02,3.51e-01,-8.82e-03, 
7.07200e-02,3.51e-01,-1.01e-02, 
7.08000e-02,3.51e-01,-1.01e-02, 
7.08800e-02,3.51e-01,-1.01e-02, 
7.09600e-02,3.51e-01,-1.01e-02, 
7.10400e-02,3.51e-01,-1.01e-02, 
7.11200e-02,3.51e-01,-1.01e-02, 
7.12000e-02,3.51e-01,-8.82e-03, 
7.12800e-02,3.51e-01,-1.01e-02, 
7.13600e-02,3.51e-01,-8.82e-03, 
7.14400e-02,3.51e-01,-8.82e-03, 
7.15200e-02,3.51e-01,-8.82e-03, 
7.16000e-02,3.51e-01,-8.82e-03, 
7.16800e-02,3.52e-01,-1.01e-02, 
7.17600e-02,3.51e-01,-8.82e-03, 
7.18400e-02,3.52e-01,-7.56e-03, 
7.19200e-02,3.53e-01,-7.56e-03, 
7.20000e-02,3.53e-01,-7.56e-03, 
7.20800e-02,3.53e-01,-7.56e-03, 
7.21600e-02,3.54e-01,-7.56e-03, 
7.22400e-02,3.54e-01,-7.56e-03, 
7.23200e-02,3.54e-01,-7.56e-03, 
7.24000e-02,3.54e-01,-6.30e-03, 
7.24800e-02,3.55e-01,-6.30e-03, 
7.25600e-02,3.55e-01,-7.56e-03, 
7.26400e-02,3.56e-01,-6.30e-03, 
7.27200e-02,3.56e-01,-6.30e-03, 
7.28000e-02,3.57e-01,-5.04e-03, 
7.28800e-02,3.57e-01,-6.30e-03, 
7.29600e-02,3.57e-01,-6.30e-03, 
7.30400e-02,3.57e-01,-5.04e-03, 
7.31200e-02,3.57e-01,-5.04e-03, 
7.32000e-02,3.57e-01,-5.04e-03, 
7.32800e-02,3.57e-01,-5.04e-03, 
7.33600e-02,3.57e-01,-5.04e-03, 
7.34400e-02,3.57e-01,-5.04e-03, 
7.35200e-02,3.57e-01,-5.04e-03, 
7.36000e-02,3.57e-01,-5.04e-03, 
7.36800e-02,3.57e-01,-5.04e-03, 
7.37600e-02,3.57e-01,-5.04e-03, 
7.38400e-02,3.57e-01,-5.04e-03, 
7.39200e-02,3.57e-01,-5.04e-03, 
7.40000e-02,3.58e-01,-5.04e-03, 
7.40800e-02,3.58e-01,-5.04e-03, 
7.41600e-02,3.58e-01,-5.04e-03, 
7.42400e-02,3.58e-01,-3.78e-03, 
7.43200e-02,3.58e-01,-3.78e-03, 
7.44000e-02,3.58e-01,-5.04e-03, 
7.44800e-02,3.59e-01,-5.04e-03, 
7.45600e-02,3.59e-01,-5.04e-03, 
7.46400e-02,3.59e-01,-5.04e-03, 
7.47200e-02,3.60e-01,-5.04e-03, 
7.48000e-02,3.60e-01,-3.78e-03, 
7.48800e-02,3.60e-01,-3.78e-03, 
7.49600e-02,3.60e-01,-3.78e-03, 
7.50400e-02,3.60e-01,-5.04e-03, 
7.51200e-02,3.60e-01,-5.04e-03, 
7.52000e-02,3.61e-01,-5.04e-03, 
7.52800e-02,3.61e-01,-5.04e-03, 
7.53600e-02,3.62e-01,-5.04e-03, 
7.54400e-02,3.62e-01,-5.04e-03, 
7.55200e-02,3.62e-01,-5.04e-03, 
7.56000e-02,3.62e-01,-5.04e-03, 
7.56800e-02,3.61e-01,-5.04e-03, 
7.57600e-02,3.62e-01,-5.04e-03, 
7.58400e-02,3.62e-01,-5.04e-03, 
7.59200e-02,3.62e-01,-5.04e-03, 
7.60000e-02,3.62e-01,-5.04e-03, 
7.60800e-02,3.62e-01,-5.04e-03, 
7.61600e-02,3.62e-01,-5.04e-03, 
7.62400e-02,3.62e-01,-5.04e-03, 
7.63200e-02,3.62e-01,-5.04e-03, 
7.64000e-02,3.62e-01,-5.04e-03, 
7.64800e-02,3.62e-01,-5.04e-03, 
7.65600e-02,3.62e-01,-5.04e-03, 
7.66400e-02,3.62e-01,-5.04e-03, 
7.67200e-02,3.62e-01,-5.04e-03, 
7.68000e-02,3.62e-01,-5.04e-03, 
7.68800e-02,3.62e-01,-5.04e-03, 
7.69600e-02,3.62e-01,-5.04e-03, 
7.70400e-02,3.62e-01,-6.30e-03, 
7.71200e-02,3.63e-01,-6.30e-03, 
7.72000e-02,3.63e-01,-6.30e-03, 
7.72800e-02,3.63e-01,-6.30e-03, 
7.73600e-02,3.63e-01,-6.30e-03, 
7.74400e-02,3.64e-01,-6.30e-03, 
7.75200e-02,3.64e-01,-6.30e-03, 
7.76000e-02,3.64e-01,-7.56e-03, 
7.76800e-02,3.64e-01,-7.56e-03, 
7.77600e-02,3.65e-01,-7.56e-03, 
7.78400e-02,3.65e-01,-7.56e-03, 
7.79200e-02,3.65e-01,-7.56e-03, 
7.80000e-02,3.66e-01,-7.56e-03, 
7.80800e-02,3.65e-01,-7.56e-03, 
7.81600e-02,3.66e-01,-7.56e-03, 
7.82400e-02,3.66e-01,-8.82e-03, 
7.83200e-02,3.66e-01,-7.56e-03, 
7.84000e-02,3.66e-01,-8.82e-03, 
7.84800e-02,3.66e-01,-8.82e-03, 
7.85600e-02,3.66e-01,-7.56e-03, 
7.86400e-02,3.66e-01,-8.82e-03, 
7.87200e-02,3.66e-01,-7.56e-03, 
7.88000e-02,3.66e-01,-8.82e-03, 
7.88800e-02,3.66e-01,-8.82e-03, 
7.89600e-02,3.66e-01,-8.82e-03, 
7.90400e-02,3.66e-01,-8.82e-03, 
7.91200e-02,3.66e-01,-8.82e-03, 
7.92000e-02,3.66e-01,-8.82e-03, 
7.92800e-02,3.66e-01,-8.82e-03, 
7.93600e-02,3.66e-01,-8.82e-03, 
7.94400e-02,3.67e-01,-8.82e-03, 
7.95200e-02,3.67e-01,-8.82e-03, 
7.96000e-02,3.66e-01,-8.82e-03, 
7.96800e-02,3.67e-01,-8.82e-03, 
7.97600e-02,3.67e-01,-8.82e-03, 
7.98400e-02,3.67e-01,-8.82e-03, 
7.99200e-02,3.67e-01,-7.56e-03, 
8.00000e-02,3.67e-01,-8.82e-03, 
8.00800e-02,3.67e-01,-8.82e-03, 
8.01600e-02,3.67e-01,-8.82e-03, 
8.02400e-02,3.67e-01,-8.82e-03, 
8.03200e-02,3.67e-01,-8.82e-03, 
8.04000e-02,3.67e-01,-8.82e-03, 
8.04800e-02,3.67e-01,-8.82e-03, 
8.05600e-02,3.68e-01,-8.82e-03, 
8.06400e-02,3.67e-01,-8.82e-03, 
8.07200e-02,3.67e-01,-8.82e-03, 
8.08000e-02,3.67e-01,-8.82e-03, 
8.08800e-02,3.68e-01,-1.01e-02, 
8.09600e-02,3.68e-01,-8.82e-03, 
8.10400e-02,3.68e-01,-1.01e-02, 
8.11200e-02,3.68e-01,-8.82e-03, 
8.12000e-02,3.67e-01,-8.82e-03, 
8.12800e-02,3.68e-01,-1.01e-02, 
8.13600e-02,3.68e-01,-8.82e-03, 
8.14400e-02,3.68e-01,-8.82e-03, 
8.15200e-02,3.68e-01,-8.82e-03, 
8.16000e-02,3.68e-01,-8.82e-03, 
8.16800e-02,3.68e-01,-8.82e-03, 
8.17600e-02,3.68e-01,-8.82e-03, 
8.18400e-02,3.68e-01,-8.82e-03, 
8.19200e-02,3.68e-01,-8.82e-03, 
8.20000e-02,3.68e-01,-8.82e-03, 
8.20800e-02,3.68e-01,-8.82e-03, 
8.21600e-02,3.68e-01,-8.82e-03, 
8.22400e-02,3.68e-01,-8.82e-03, 
8.23200e-02,3.68e-01,-8.82e-03, 
8.24000e-02,3.68e-01,-8.82e-03, 
8.24800e-02,3.68e-01,-1.01e-02, 
8.25600e-02,3.68e-01,-1.01e-02, 
8.26400e-02,3.68e-01,-1.01e-02, 
8.27200e-02,3.68e-01,-1.01e-02, 
8.28000e-02,3.68e-01,-8.82e-03, 
8.28800e-02,3.68e-01,-1.01e-02, 
8.29600e-02,3.68e-01,-1.01e-02, 
8.30400e-02,3.68e-01,-8.82e-03, 
8.31200e-02,3.68e-01,-1.01e-02, 
8.32000e-02,3.68e-01,-8.82e-03, 
8.32800e-02,3.68e-01,-8.82e-03, 
8.33600e-02,3.68e-01,-8.82e-03, 
8.34400e-02,3.68e-01,-1.01e-02, 
8.35200e-02,3.68e-01,-8.82e-03, 
8.36000e-02,3.68e-01,-1.01e-02, 
8.36800e-02,3.68e-01,-1.01e-02, 
8.37600e-02,3.68e-01,-8.82e-03, 
8.38400e-02,3.68e-01,-1.01e-02, 
8.39200e-02,3.68e-01,-8.82e-03, 
8.40000e-02,3.68e-01,-8.82e-03, 
8.40800e-02,3.68e-01,-8.82e-03, 
8.41600e-02,3.68e-01,-8.82e-03, 
8.42400e-02,3.68e-01,-1.01e-02, 
8.43200e-02,3.68e-01,-8.82e-03, 
8.44000e-02,3.68e-01,-8.82e-03, 
8.44800e-02,3.68e-01,-8.82e-03, 
8.45600e-02,3.68e-01,-8.82e-03, 
8.46400e-02,3.68e-01,-8.82e-03, 
8.47200e-02,3.68e-01,-8.82e-03, 
8.48000e-02,3.67e-01,-8.82e-03, 
8.48800e-02,3.67e-01,-8.82e-03, 
8.49600e-02,3.68e-01,-1.01e-02, 
8.50400e-02,3.67e-01,-8.82e-03, 
8.51200e-02,3.67e-01,-8.82e-03, 
8.52000e-02,3.67e-01,-8.82e-03, 
8.52800e-02,3.67e-01,-8.82e-03, 
8.53600e-02,3.67e-01,-8.82e-03, 
8.54400e-02,3.67e-01,-1.01e-02, 
8.55200e-02,3.67e-01,-8.82e-03, 
8.56000e-02,3.67e-01,-8.82e-03, 
8.56800e-02,3.67e-01,-8.82e-03, 
8.57600e-02,3.67e-01,-8.82e-03, 
8.58400e-02,3.67e-01,-8.82e-03, 
8.59200e-02,3.67e-01,-8.82e-03, 
8.60000e-02,3.67e-01,-8.82e-03, 
8.60800e-02,3.66e-01,-8.82e-03, 
8.61600e-02,3.66e-01,-8.82e-03, 
8.62400e-02,3.67e-01,-8.82e-03, 
8.63200e-02,3.67e-01,-8.82e-03, 
8.64000e-02,3.66e-01,-8.82e-03, 
8.64800e-02,3.66e-01,-8.82e-03, 
8.65600e-02,3.66e-01,-8.82e-03, 
8.66400e-02,3.66e-01,-8.82e-03, 
8.67200e-02,3.66e-01,-7.56e-03, 
8.68000e-02,3.66e-01,-7.56e-03, 
8.68800e-02,3.66e-01,-8.82e-03, 
8.69600e-02,3.66e-01,-8.82e-03, 
8.70400e-02,3.66e-01,-8.82e-03, 
8.71200e-02,3.66e-01,-8.82e-03, 
8.72000e-02,3.66e-01,-8.82e-03, 
8.72800e-02,3.66e-01,-7.56e-03, 
8.73600e-02,3.66e-01,-8.82e-03, 
8.74400e-02,3.66e-01,-7.56e-03, 
8.75200e-02,3.66e-01,-7.56e-03, 
8.76000e-02,3.65e-01,-7.56e-03, 
8.76800e-02,3.65e-01,-8.82e-03, 
8.77600e-02,3.64e-01,-7.56e-03, 
8.78400e-02,3.64e-01,-7.56e-03, 
8.79200e-02,3.65e-01,-7.56e-03, 
8.80000e-02,3.64e-01,-7.56e-03, 
8.80800e-02,3.64e-01,-8.82e-03, 
8.81600e-02,3.65e-01,-7.56e-03, 
8.82400e-02,3.64e-01,-8.82e-03, 
8.83200e-02,3.64e-01,-7.56e-03, 
8.84000e-02,3.64e-01,-7.56e-03, 
8.84800e-02,3.63e-01,-7.56e-03, 
8.85600e-02,3.63e-01,-7.56e-03, 
8.86400e-02,3.63e-01,-7.56e-03, 
8.87200e-02,3.63e-01,-7.56e-03, 
8.88000e-02,3.63e-01,-7.56e-03, 
8.88800e-02,3.63e-01,-7.56e-03, 
8.89600e-02,3.62e-01,-7.56e-03, 
8.90400e-02,3.63e-01,-6.30e-03, 
8.91200e-02,3.62e-01,-7.56e-03, 
8.92000e-02,3.62e-01,-7.56e-03, 
8.92800e-02,3.62e-01,-7.56e-03, 
8.93600e-02,3.62e-01,-6.30e-03, 
8.94400e-02,3.62e-01,-6.30e-03, 
8.95200e-02,3.62e-01,-6.30e-03, 
8.96000e-02,3.62e-01,-6.30e-03, 
8.96800e-02,3.62e-01,-6.30e-03, 
8.97600e-02,3.62e-01,-6.30e-03, 
8.98400e-02,3.62e-01,-6.30e-03, 
8.99200e-02,3.61e-01,-6.30e-03, 
9.00000e-02,3.61e-01,-6.30e-03, 
9.00800e-02,3.61e-01,-6.30e-03, 
9.01600e-02,3.61e-01,-6.30e-03, 
9.02400e-02,3.61e-01,-6.30e-03, 
9.03200e-02,3.61e-01,-5.04e-03, 
9.04000e-02,3.60e-01,-6.30e-03, 
9.04800e-02,3.60e-01,-6.30e-03, 
9.05600e-02,3.60e-01,-6.30e-03, 
9.06400e-02,3.60e-01,-6.30e-03, 
9.07200e-02,3.60e-01,-6.30e-03, 
9.08000e-02,3.60e-01,-5.04e-03, 
9.08800e-02,3.60e-01,-6.30e-03, 
9.09600e-02,3.59e-01,-5.04e-03, 
9.10400e-02,3.59e-01,-6.30e-03, 
9.11200e-02,3.59e-01,-6.30e-03, 
9.12000e-02,3.58e-01,-5.04e-03, 
9.12800e-02,3.58e-01,-5.04e-03, 
9.13600e-02,3.59e-01,-5.04e-03, 
9.14400e-02,3.58e-01,-5.04e-03, 
9.15200e-02,3.58e-01,-5.04e-03, 
9.16000e-02,3.58e-01,-5.04e-03, 
9.16800e-02,3.58e-01,-5.04e-03, 
9.17600e-02,3.57e-01,-5.04e-03, 
9.18400e-02,3.57e-01,-5.04e-03, 
9.19200e-02,3.57e-01,-5.04e-03, 
9.20000e-02,3.57e-01,-5.04e-03, 
9.20800e-02,3.57e-01,-5.04e-03, 
9.21600e-02,3.57e-01,-5.04e-03, 
9.22400e-02,3.57e-01,-5.04e-03, 
9.23200e-02,3.57e-01,-5.04e-03, 
9.24000e-02,3.56e-01,-5.04e-03, 
9.24800e-02,3.55e-01,-5.04e-03, 
9.25600e-02,3.55e-01,-3.78e-03, 
9.26400e-02,3.55e-01,-5.04e-03, 
9.27200e-02,3.55e-01,-5.04e-03, 
9.28000e-02,3.54e-01,-5.04e-03, 
9.28800e-02,3.54e-01,-5.04e-03, 
9.29600e-02,3.54e-01,-3.78e-03, 
9.30400e-02,3.54e-01,-5.04e-03, 
9.31200e-02,3.54e-01,-5.04e-03, 
9.32000e-02,3.54e-01,-3.78e-03, 
9.32800e-02,3.54e-01,-3.78e-03, 
9.33600e-02,3.54e-01,-3.78e-03, 
9.34400e-02,3.53e-01,-5.04e-03, 
9.35200e-02,3.54e-01,-3.78e-03, 
9.36000e-02,3.53e-01,-3.78e-03, 
9.36800e-02,3.53e-01,-3.78e-03, 
9.37600e-02,3.53e-01,-3.78e-03, 
9.38400e-02,3.53e-01,-3.78e-03, 
9.39200e-02,3.53e-01,-2.52e-03, 
9.40000e-02,3.53e-01,-2.52e-03, 
9.40800e-02,3.52e-01,-3.78e-03, 
9.41600e-02,3.53e-01,-2.52e-03, 
9.42400e-02,3.52e-01,-3.78e-03, 
9.43200e-02,3.52e-01,-2.52e-03, 
9.44000e-02,3.51e-01,-2.52e-03, 
9.44800e-02,3.51e-01,-2.52e-03, 
9.45600e-02,3.51e-01,-1.26e-03, 
9.46400e-02,3.51e-01,-2.52e-03, 
9.47200e-02,3.50e-01,-1.26e-03, 
9.48000e-02,3.49e-01,-1.26e-03, 
9.48800e-02,3.49e-01,-2.52e-03, 
9.49600e-02,3.49e-01,-1.26e-03, 
9.50400e-02,3.49e-01,-1.26e-03, 
9.51200e-02,3.49e-01,-1.26e-03, 
9.52000e-02,3.49e-01,-1.26e-03, 
9.52800e-02,3.48e-01,-1.26e-03, 
9.53600e-02,3.48e-01,-1.26e-03, 
9.54400e-02,3.48e-01,-1.26e-03, 
9.55200e-02,3.47e-01,-1.26e-03, 
9.56000e-02,3.47e-01,-1.26e-03, 
9.56800e-02,3.47e-01,-1.26e-03, 
9.57600e-02,3.47e-01,-1.26e-03, 
9.58400e-02,3.47e-01,-1.26e-03, 
9.59200e-02,3.47e-01,-1.26e-03, 
9.60000e-02,3.46e-01,-1.26e-03, 
9.60800e-02,3.46e-01,0.00e+00, 
9.61600e-02,3.46e-01,-1.26e-03, 
9.62400e-02,3.46e-01,0.00e+00, 
9.63200e-02,3.45e-01,0.00e+00, 
9.64000e-02,3.45e-01,0.00e+00, 
9.64800e-02,3.46e-01,0.00e+00, 
9.65600e-02,3.45e-01,1.26e-03, 
9.66400e-02,3.45e-01,1.26e-03, 
9.67200e-02,3.45e-01,0.00e+00, 
9.68000e-02,3.45e-01,1.26e-03, 
9.68800e-02,3.44e-01,1.26e-03, 
9.69600e-02,3.44e-01,1.26e-03, 
9.70400e-02,3.44e-01,1.26e-03, 
9.71200e-02,3.44e-01,0.00e+00, 
9.72000e-02,3.43e-01,1.26e-03, 
9.72800e-02,3.43e-01,1.26e-03, 
9.73600e-02,3.42e-01,2.52e-03, 
9.74400e-02,3.42e-01,3.78e-03, 
9.75200e-02,3.42e-01,2.52e-03, 
9.76000e-02,3.42e-01,3.78e-03, 
9.76800e-02,3.42e-01,2.52e-03, 
9.77600e-02,3.41e-01,3.78e-03, 
9.78400e-02,3.40e-01,2.52e-03, 
9.79200e-02,3.40e-01,2.52e-03, 
9.80000e-02,3.39e-01,3.78e-03, 
9.80800e-02,3.39e-01,3.78e-03, 
9.81600e-02,3.39e-01,3.78e-03, 
9.82400e-02,3.39e-01,3.78e-03, 
9.83200e-02,3.39e-01,3.78e-03, 
9.84000e-02,3.39e-01,3.78e-03, 
9.84800e-02,3.39e-01,3.78e-03, 
9.85600e-02,3.39e-01,5.04e-03, 
9.86400e-02,3.39e-01,5.04e-03, 
9.87200e-02,3.39e-01,3.78e-03, 
9.88000e-02,3.39e-01,5.04e-03, 
9.88800e-02,3.39e-01,5.04e-03, 
9.89600e-02,3.39e-01,7.56e-03, 
9.90400e-02,3.39e-01,6.30e-03, 
9.91200e-02,3.39e-01,5.04e-03, 
9.92000e-02,3.39e-01,7.56e-03, 
9.92800e-02,3.38e-01,6.30e-03, 
9.93600e-02,3.38e-01,7.56e-03, 
9.94400e-02,3.38e-01,7.56e-03, 
9.95200e-02,3.37e-01,7.56e-03, 
9.96000e-02,3.37e-01,7.56e-03, 
9.96800e-02,3.36e-01,7.56e-03, 
9.97600e-02,3.36e-01,7.56e-03, 
9.98400e-02,3.36e-01,1.13e-02, 
9.99200e-02,3.35e-01,7.56e-03, 
1.00000e-01,3.35e-01,1.01e-02, 
1.00080e-01,3.35e-01,1.26e-02, 
1.00160e-01,3.35e-01,1.13e-02, 
1.00240e-01,3.35e-01,1.01e-02, 
1.00320e-01,3.34e-01,8.82e-03, 
1.00400e-01,3.34e-01,1.13e-02, 
1.00480e-01,3.34e-01,1.01e-02, 
1.00560e-01,3.33e-01,1.01e-02, 
1.00640e-01,3.33e-01,1.01e-02, 
1.00720e-01,3.33e-01,1.26e-02, 
1.00800e-01,3.32e-01,1.26e-02, 
1.00880e-01,3.33e-01,1.26e-02, 
1.00960e-01,3.32e-01,1.26e-02, 
1.01040e-01,3.32e-01,1.51e-02, 
1.01120e-01,3.32e-01,1.39e-02, 
1.01200e-01,3.31e-01,1.26e-02, 
1.01280e-01,3.31e-01,1.51e-02, 
1.01360e-01,3.31e-01,1.51e-02, 
1.01440e-01,3.31e-01,1.76e-02, 
1.01520e-01,3.31e-01,1.51e-02, 
1.01600e-01,3.31e-01,1.89e-02, 
1.01680e-01,3.30e-01,1.76e-02, 
1.01760e-01,3.30e-01,1.76e-02, 
1.01840e-01,3.30e-01,1.89e-02, 
1.01920e-01,3.30e-01,1.76e-02, 
1.02000e-01,3.30e-01,1.76e-02, 
1.02080e-01,3.30e-01,2.02e-02, 
1.02160e-01,3.30e-01,1.89e-02, 
1.02240e-01,3.30e-01,1.51e-02, 
1.02320e-01,3.29e-01,2.14e-02, 
1.02400e-01,3.28e-01,2.14e-02, 
1.02480e-01,3.27e-01,2.02e-02, 
1.02560e-01,3.27e-01,2.02e-02, 
1.02640e-01,3.27e-01,2.77e-02, 
1.02720e-01,3.27e-01,2.27e-02, 
1.02800e-01,3.27e-01,2.39e-02, 
1.02880e-01,3.26e-01,2.39e-02, 
1.02960e-01,3.26e-01,2.65e-02, 
1.03040e-01,3.26e-01,2.14e-02, 
1.03120e-01,3.25e-01,2.39e-02, 
1.03200e-01,3.25e-01,2.65e-02, 
1.03280e-01,3.25e-01,2.52e-02, 
1.03360e-01,3.25e-01,2.90e-02, 
1.03440e-01,3.25e-01,3.02e-02, 
1.03520e-01,3.25e-01,3.02e-02, 
1.03600e-01,3.24e-01,2.52e-02, 
1.03680e-01,3.24e-01,3.65e-02, 
1.03760e-01,3.24e-01,3.91e-02, 
1.03840e-01,3.23e-01,3.28e-02, 
1.03920e-01,3.23e-01,3.15e-02, 
1.04000e-01,3.24e-01,4.16e-02, 
1.04080e-01,3.23e-01,3.53e-02, 
1.04160e-01,3.23e-01,3.40e-02, 
1.04240e-01,3.23e-01,4.28e-02, 
1.04320e-01,3.23e-01,3.91e-02, 
1.04400e-01,3.23e-01,3.91e-02, 
1.04480e-01,3.23e-01,4.16e-02, 
1.04560e-01,3.22e-01,4.16e-02, 
1.04640e-01,3.22e-01,5.29e-02, 
1.04720e-01,3.21e-01,4.79e-02, 
1.04800e-01,3.21e-01,4.16e-02, 
1.04880e-01,3.21e-01,5.29e-02, 
1.04960e-01,3.21e-01,5.42e-02, 
1.05040e-01,3.21e-01,5.67e-02, 
1.05120e-01,3.20e-01,6.30e-02, 
1.05200e-01,3.20e-01,6.17e-02, 
1.05280e-01,3.19e-01,6.80e-02, 
1.05360e-01,3.19e-01,6.93e-02, 
1.05440e-01,3.18e-01,8.06e-02, 
1.05520e-01,3.17e-01,9.20e-02, 
1.05600e-01,3.17e-01,8.44e-02, 
1.05680e-01,3.17e-01,8.95e-02, 
1.05760e-01,3.17e-01,6.68e-02, 
1.05840e-01,3.16e-01,9.58e-02, 
1.05920e-01,3.16e-01,9.20e-02, 
1.06000e-01,3.16e-01,9.20e-02, 
1.06080e-01,3.16e-01,9.07e-02, 
1.06160e-01,3.16e-01,7.56e-02, 
1.06240e-01,3.15e-01,1.02e-01, 
1.06320e-01,3.15e-01,1.10e-01, 
1.06400e-01,3.15e-01,9.32e-02, 
1.06480e-01,3.15e-01,1.03e-01, 
1.06560e-01,3.15e-01,9.32e-02, 
1.06640e-01,3.15e-01,8.95e-02, 
1.06720e-01,3.14e-01,1.25e-01, 
1.06800e-01,3.14e-01,1.20e-01, 
1.06880e-01,3.14e-01,1.07e-01, 
1.06960e-01,3.14e-01,1.44e-01, 
1.07040e-01,3.14e-01,1.32e-01, 
1.07120e-01,3.13e-01,1.30e-01, 
1.07200e-01,3.12e-01,1.32e-01, 
1.07280e-01,3.13e-01,1.52e-01, 
1.07360e-01,3.13e-01,1.60e-01, 
1.07440e-01,3.12e-01,1.41e-01, 
1.07520e-01,3.12e-01,1.59e-01, 
1.07600e-01,3.12e-01,1.39e-01, 
1.07680e-01,3.11e-01,1.74e-01, 
1.07760e-01,3.11e-01,1.46e-01, 
1.07840e-01,3.10e-01,1.60e-01, 
1.07920e-01,3.10e-01,1.71e-01, 
1.08000e-01,3.10e-01,1.40e-01, 
1.08080e-01,3.08e-01,1.65e-01, 
1.08160e-01,3.08e-01,1.70e-01, 
1.08240e-01,3.08e-01,1.75e-01, 
1.08320e-01,3.08e-01,1.68e-01, 
1.08400e-01,3.08e-01,1.63e-01, 
1.08480e-01,3.07e-01,1.70e-01, 
1.08560e-01,3.07e-01,1.75e-01, 
1.08640e-01,3.07e-01,1.76e-01, 
1.08720e-01,3.06e-01,1.76e-01, 
1.08800e-01,3.06e-01,1.76e-01, 
1.08880e-01,3.06e-01,1.73e-01, 
1.08960e-01,3.06e-01,1.76e-01, 
1.09040e-01,3.05e-01,1.78e-01, 
1.09120e-01,3.05e-01,1.76e-01, 
1.09200e-01,3.05e-01,1.78e-01, 
1.09280e-01,3.04e-01,1.79e-01, 
1.09360e-01,3.05e-01,1.78e-01, 
1.09440e-01,3.05e-01,1.79e-01, 
1.09520e-01,3.04e-01,1.78e-01, 
1.09600e-01,3.04e-01,1.78e-01, 
1.09680e-01,3.04e-01,1.65e-01, 
1.09760e-01,3.03e-01,1.69e-01, 
1.09840e-01,3.03e-01,1.75e-01, 
1.09920e-01,3.03e-01,1.76e-01, 
1.10000e-01,3.03e-01,1.75e-01, 
1.10080e-01,3.03e-01,1.75e-01, 
1.10160e-01,3.03e-01,1.71e-01, 
1.10240e-01,3.03e-01,1.69e-01, 
1.10320e-01,3.02e-01,1.64e-01, 
1.10400e-01,3.01e-01,1.57e-01, 
1.10480e-01,3.01e-01,1.60e-01, 
1.10560e-01,3.01e-01,1.49e-01, 
1.10640e-01,3.00e-01,1.61e-01, 
1.10720e-01,3.00e-01,1.44e-01, 
1.10800e-01,2.99e-01,1.49e-01, 
1.10880e-01,2.99e-01,1.56e-01, 
1.10960e-01,2.98e-01,1.51e-01, 
1.11040e-01,2.98e-01,1.46e-01, 
1.11120e-01,2.98e-01,1.27e-01, 
1.11200e-01,2.98e-01,1.25e-01, 
1.11280e-01,2.98e-01,1.20e-01, 
1.11360e-01,2.97e-01,1.32e-01, 
1.11440e-01,2.97e-01,1.20e-01, 
1.11520e-01,2.96e-01,1.21e-01, 
1.11600e-01,2.96e-01,1.12e-01, 
1.11680e-01,2.95e-01,1.06e-01, 
1.11760e-01,2.95e-01,1.29e-01, 
1.11840e-01,2.95e-01,1.10e-01, 
1.11920e-01,2.95e-01,9.45e-02, 
1.12000e-01,2.95e-01,9.95e-02, 
1.12080e-01,2.95e-01,7.56e-02, 
1.12160e-01,2.95e-01,8.82e-02, 
1.12240e-01,2.94e-01,1.02e-01, 
1.12320e-01,2.94e-01,7.56e-02, 
1.12400e-01,2.94e-01,9.07e-02, 
1.12480e-01,2.93e-01,8.95e-02, 
1.12560e-01,2.94e-01,7.56e-02, 
1.12640e-01,2.93e-01,9.32e-02, 
1.12720e-01,2.93e-01,8.06e-02, 
1.12800e-01,2.93e-01,7.69e-02, 
1.12880e-01,2.93e-01,7.69e-02, 
1.12960e-01,2.93e-01,7.56e-02, 
1.13040e-01,2.92e-01,7.56e-02, 
1.13120e-01,2.91e-01,7.06e-02, 
1.13200e-01,2.91e-01,6.17e-02, 
1.13280e-01,2.90e-01,6.80e-02, 
1.13360e-01,2.89e-01,6.68e-02, 
1.13440e-01,2.89e-01,7.06e-02, 
1.13520e-01,2.89e-01,6.05e-02, 
1.13600e-01,2.89e-01,6.17e-02, 
1.13680e-01,2.89e-01,6.17e-02, 
1.13760e-01,2.88e-01,5.42e-02, 
1.13840e-01,2.88e-01,5.80e-02, 
1.13920e-01,2.87e-01,5.04e-02, 
1.14000e-01,2.87e-01,5.67e-02, 
1.14080e-01,2.86e-01,4.91e-02, 
1.14160e-01,2.87e-01,5.29e-02, 
1.14240e-01,2.86e-01,5.29e-02, 
1.14320e-01,2.86e-01,4.91e-02, 
1.14400e-01,2.86e-01,4.66e-02, 
1.14480e-01,2.86e-01,4.91e-02, 
1.14560e-01,2.85e-01,4.79e-02, 
1.14640e-01,2.85e-01,4.54e-02, 
1.14720e-01,2.85e-01,4.41e-02, 
1.14800e-01,2.85e-01,4.66e-02, 
1.14880e-01,2.84e-01,4.79e-02, 
1.14960e-01,2.85e-01,4.03e-02, 
1.15040e-01,2.84e-01,5.17e-02, 
1.15120e-01,2.84e-01,4.66e-02, 
1.15200e-01,2.85e-01,4.91e-02, 
1.15280e-01,2.84e-01,4.79e-02, 
1.15360e-01,2.83e-01,4.41e-02, 
