,CH3,CH4
Second,Volt,Volt
-1.05920e-01,2.55e-01,7.56e-03, 
-1.05840e-01,2.55e-01,6.30e-03, 
-1.05760e-01,2.54e-01,7.56e-03, 
-1.05680e-01,2.55e-01,6.30e-03, 
-1.05600e-01,2.55e-01,5.04e-03, 
-1.05520e-01,2.56e-01,6.30e-03, 
-1.05440e-01,2.55e-01,6.30e-03, 
-1.05360e-01,2.55e-01,6.30e-03, 
-1.05280e-01,2.55e-01,6.30e-03, 
-1.05200e-01,2.55e-01,5.04e-03, 
-1.05120e-01,2.55e-01,5.04e-03, 
-1.05040e-01,2.54e-01,3.78e-03, 
-1.04960e-01,2.54e-01,5.04e-03, 
-1.04880e-01,2.54e-01,3.78e-03, 
-1.04800e-01,2.54e-01,3.78e-03, 
-1.04720e-01,2.55e-01,3.78e-03, 
-1.04640e-01,2.54e-01,3.78e-03, 
-1.04560e-01,2.54e-01,3.78e-03, 
-1.04480e-01,2.54e-01,3.78e-03, 
-1.04400e-01,2.54e-01,3.78e-03, 
-1.04320e-01,2.54e-01,3.78e-03, 
-1.04240e-01,2.54e-01,3.78e-03, 
-1.04160e-01,2.54e-01,3.78e-03, 
-1.04080e-01,2.54e-01,3.78e-03, 
-1.04000e-01,2.54e-01,3.78e-03, 
-1.03920e-01,2.54e-01,3.78e-03, 
-1.03840e-01,2.54e-01,2.52e-03, 
-1.03760e-01,2.55e-01,2.52e-03, 
-1.03680e-01,2.54e-01,2.52e-03, 
-1.03600e-01,2.54e-01,2.52e-03, 
-1.03520e-01,2.54e-01,2.52e-03, 
-1.03440e-01,2.54e-01,1.26e-03, 
-1.03360e-01,2.54e-01,2.52e-03, 
-1.03280e-01,2.54e-01,2.52e-03, 
-1.03200e-01,2.54e-01,2.52e-03, 
-1.03120e-01,2.54e-01,2.52e-03, 
-1.03040e-01,2.54e-01,2.52e-03, 
-1.02960e-01,2.54e-01,1.26e-03, 
-1.02880e-01,2.54e-01,2.52e-03, 
-1.02800e-01,2.54e-01,1.26e-03, 
-1.02720e-01,2.54e-01,0.00e+00, 
-1.02640e-01,2.54e-01,0.00e+00, 
-1.02560e-01,2.54e-01,2.52e-03, 
-1.02480e-01,2.54e-01,1.26e-03, 
-1.02400e-01,2.54e-01,0.00e+00, 
-1.02320e-01,2.55e-01,1.26e-03, 
-1.02240e-01,2.54e-01,0.00e+00, 
-1.02160e-01,2.54e-01,0.00e+00, 
-1.02080e-01,2.54e-01,1.26e-03, 
-1.02000e-01,2.54e-01,0.00e+00, 
-1.01920e-01,2.54e-01,0.00e+00, 
-1.01840e-01,2.54e-01,0.00e+00, 
-1.01760e-01,2.54e-01,0.00e+00, 
-1.01680e-01,2.54e-01,-1.26e-03, 
-1.01600e-01,2.54e-01,-1.26e-03, 
-1.01520e-01,2.54e-01,0.00e+00, 
-1.01440e-01,2.54e-01,-1.26e-03, 
-1.01360e-01,2.54e-01,-1.26e-03, 
-1.01280e-01,2.54e-01,-1.26e-03, 
-1.01200e-01,2.54e-01,-1.26e-03, 
-1.01120e-01,2.54e-01,-1.26e-03, 
-1.01040e-01,2.54e-01,-1.26e-03, 
-1.00960e-01,2.54e-01,-1.26e-03, 
-1.00880e-01,2.54e-01,-1.26e-03, 
-1.00800e-01,2.54e-01,-1.26e-03, 
-1.00720e-01,2.54e-01,-1.26e-03, 
-1.00640e-01,2.54e-01,-1.26e-03, 
-1.00560e-01,2.54e-01,-1.26e-03, 
-1.00480e-01,2.54e-01,-1.26e-03, 
-1.00400e-01,2.54e-01,-1.26e-03, 
-1.00320e-01,2.54e-01,-1.26e-03, 
-1.00240e-01,2.54e-01,-1.26e-03, 
-1.00160e-01,2.54e-01,-1.26e-03, 
-1.00080e-01,2.54e-01,-1.26e-03, 
-1.00000e-01,2.54e-01,-1.26e-03, 
-9.99200e-02,2.54e-01,-2.52e-03, 
-9.98400e-02,2.54e-01,-1.26e-03, 
-9.97600e-02,2.54e-01,-2.52e-03, 
-9.96800e-02,2.54e-01,-1.26e-03, 
-9.96000e-02,2.54e-01,-2.52e-03, 
-9.95200e-02,2.54e-01,-2.52e-03, 
-9.94400e-02,2.54e-01,-2.52e-03, 
-9.93600e-02,2.54e-01,-2.52e-03, 
-9.92800e-02,2.54e-01,-2.52e-03, 
-9.92000e-02,2.54e-01,-2.52e-03, 
-9.91200e-02,2.54e-01,-2.52e-03, 
-9.90400e-02,2.54e-01,-2.52e-03, 
-9.89600e-02,2.54e-01,-3.78e-03, 
-9.88800e-02,2.54e-01,-3.78e-03, 
-9.88000e-02,2.54e-01,-2.52e-03, 
-9.87200e-02,2.54e-01,-3.78e-03, 
-9.86400e-02,2.54e-01,-3.78e-03, 
-9.85600e-02,2.54e-01,-3.78e-03, 
-9.84800e-02,2.54e-01,-3.78e-03, 
-9.84000e-02,2.54e-01,-3.78e-03, 
-9.83200e-02,2.54e-01,-3.78e-03, 
-9.82400e-02,2.54e-01,-3.78e-03, 
-9.81600e-02,2.54e-01,-3.78e-03, 
-9.80800e-02,2.54e-01,-3.78e-03, 
-9.80000e-02,2.54e-01,-5.04e-03, 
-9.79200e-02,2.54e-01,-3.78e-03, 
-9.78400e-02,2.54e-01,-3.78e-03, 
-9.77600e-02,2.54e-01,-3.78e-03, 
-9.76800e-02,2.54e-01,-3.78e-03, 
-9.76000e-02,2.54e-01,-3.78e-03, 
-9.75200e-02,2.54e-01,-3.78e-03, 
-9.74400e-02,2.54e-01,-5.04e-03, 
-9.73600e-02,2.54e-01,-3.78e-03, 
-9.72800e-02,2.54e-01,-5.04e-03, 
-9.72000e-02,2.54e-01,-3.78e-03, 
-9.71200e-02,2.54e-01,-5.04e-03, 
-9.70400e-02,2.54e-01,-5.04e-03, 
-9.69600e-02,2.54e-01,-5.04e-03, 
-9.68800e-02,2.54e-01,-5.04e-03, 
-9.68000e-02,2.54e-01,-5.04e-03, 
-9.67200e-02,2.54e-01,-5.04e-03, 
-9.66400e-02,2.54e-01,-3.78e-03, 
-9.65600e-02,2.54e-01,-5.04e-03, 
-9.64800e-02,2.54e-01,-5.04e-03, 
-9.64000e-02,2.54e-01,-5.04e-03, 
-9.63200e-02,2.54e-01,-5.04e-03, 
-9.62400e-02,2.54e-01,-5.04e-03, 
-9.61600e-02,2.54e-01,-5.04e-03, 
-9.60800e-02,2.54e-01,-5.04e-03, 
-9.60000e-02,2.54e-01,-5.04e-03, 
-9.59200e-02,2.54e-01,-5.04e-03, 
-9.58400e-02,2.54e-01,-5.04e-03, 
-9.57600e-02,2.54e-01,-5.04e-03, 
-9.56800e-02,2.54e-01,-5.04e-03, 
-9.56000e-02,2.54e-01,-5.04e-03, 
-9.55200e-02,2.54e-01,-5.04e-03, 
-9.54400e-02,2.54e-01,-5.04e-03, 
-9.53600e-02,2.54e-01,-5.04e-03, 
-9.52800e-02,2.54e-01,-5.04e-03, 
-9.52000e-02,2.54e-01,-5.04e-03, 
-9.51200e-02,2.54e-01,-5.04e-03, 
-9.50400e-02,2.54e-01,-5.04e-03, 
-9.49600e-02,2.54e-01,-5.04e-03, 
-9.48800e-02,2.54e-01,-6.30e-03, 
-9.48000e-02,2.54e-01,-5.04e-03, 
-9.47200e-02,2.54e-01,-5.04e-03, 
-9.46400e-02,2.54e-01,-5.04e-03, 
-9.45600e-02,2.54e-01,-5.04e-03, 
-9.44800e-02,2.54e-01,-5.04e-03, 
-9.44000e-02,2.54e-01,-5.04e-03, 
-9.43200e-02,2.54e-01,-5.04e-03, 
-9.42400e-02,2.54e-01,-6.30e-03, 
-9.41600e-02,2.54e-01,-5.04e-03, 
-9.40800e-02,2.54e-01,-5.04e-03, 
-9.40000e-02,2.54e-01,-5.04e-03, 
-9.39200e-02,2.54e-01,-5.04e-03, 
-9.38400e-02,2.54e-01,-5.04e-03, 
-9.37600e-02,2.54e-01,-5.04e-03, 
-9.36800e-02,2.54e-01,-5.04e-03, 
-9.36000e-02,2.54e-01,-5.04e-03, 
-9.35200e-02,2.54e-01,-5.04e-03, 
-9.34400e-02,2.54e-01,-6.30e-03, 
-9.33600e-02,2.54e-01,-6.30e-03, 
-9.32800e-02,2.54e-01,-6.30e-03, 
-9.32000e-02,2.55e-01,-6.30e-03, 
-9.31200e-02,2.54e-01,-6.30e-03, 
-9.30400e-02,2.54e-01,-6.30e-03, 
-9.29600e-02,2.54e-01,-6.30e-03, 
-9.28800e-02,2.54e-01,-5.04e-03, 
-9.28000e-02,2.54e-01,-6.30e-03, 
-9.27200e-02,2.54e-01,-6.30e-03, 
-9.26400e-02,2.54e-01,-6.30e-03, 
-9.25600e-02,2.54e-01,-6.30e-03, 
-9.24800e-02,2.54e-01,-6.30e-03, 
-9.24000e-02,2.54e-01,-6.30e-03, 
-9.23200e-02,2.54e-01,-6.30e-03, 
-9.22400e-02,2.55e-01,-6.30e-03, 
-9.21600e-02,2.54e-01,-6.30e-03, 
-9.20800e-02,2.54e-01,-6.30e-03, 
-9.20000e-02,2.54e-01,-6.30e-03, 
-9.19200e-02,2.54e-01,-6.30e-03, 
-9.18400e-02,2.55e-01,-6.30e-03, 
-9.17600e-02,2.54e-01,-6.30e-03, 
-9.16800e-02,2.54e-01,-6.30e-03, 
-9.16000e-02,2.54e-01,-6.30e-03, 
-9.15200e-02,2.54e-01,-6.30e-03, 
-9.14400e-02,2.54e-01,-6.30e-03, 
-9.13600e-02,2.54e-01,-6.30e-03, 
-9.12800e-02,2.54e-01,-7.56e-03, 
-9.12000e-02,2.54e-01,-7.56e-03, 
-9.11200e-02,2.54e-01,-7.56e-03, 
-9.10400e-02,2.54e-01,-7.56e-03, 
-9.09600e-02,2.54e-01,-6.30e-03, 
-9.08800e-02,2.54e-01,-7.56e-03, 
-9.08000e-02,2.54e-01,-7.56e-03, 
-9.07200e-02,2.55e-01,-7.56e-03, 
-9.06400e-02,2.55e-01,-7.56e-03, 
-9.05600e-02,2.54e-01,-7.56e-03, 
-9.04800e-02,2.54e-01,-7.56e-03, 
-9.04000e-02,2.54e-01,-6.30e-03, 
-9.03200e-02,2.54e-01,-7.56e-03, 
-9.02400e-02,2.54e-01,-6.30e-03, 
-9.01600e-02,2.54e-01,-7.56e-03, 
-9.00800e-02,2.54e-01,-6.30e-03, 
-9.00000e-02,2.54e-01,-7.56e-03, 
-8.99200e-02,2.54e-01,-7.56e-03, 
-8.98400e-02,2.55e-01,-6.30e-03, 
-8.97600e-02,2.55e-01,-7.56e-03, 
-8.96800e-02,2.55e-01,-7.56e-03, 
-8.96000e-02,2.55e-01,-7.56e-03, 
-8.95200e-02,2.55e-01,-7.56e-03, 
-8.94400e-02,2.54e-01,-7.56e-03, 
-8.93600e-02,2.54e-01,-7.56e-03, 
-8.92800e-02,2.55e-01,-7.56e-03, 
-8.92000e-02,2.55e-01,-7.56e-03, 
-8.91200e-02,2.55e-01,-7.56e-03, 
-8.90400e-02,2.55e-01,-7.56e-03, 
-8.89600e-02,2.55e-01,-7.56e-03, 
-8.88800e-02,2.55e-01,-7.56e-03, 
-8.88000e-02,2.55e-01,-7.56e-03, 
-8.87200e-02,2.55e-01,-7.56e-03, 
-8.86400e-02,2.54e-01,-7.56e-03, 
-8.85600e-02,2.55e-01,-7.56e-03, 
-8.84800e-02,2.55e-01,-8.82e-03, 
-8.84000e-02,2.55e-01,-7.56e-03, 
-8.83200e-02,2.55e-01,-7.56e-03, 
-8.82400e-02,2.55e-01,-7.56e-03, 
-8.81600e-02,2.55e-01,-7.56e-03, 
-8.80800e-02,2.55e-01,-7.56e-03, 
-8.80000e-02,2.55e-01,-7.56e-03, 
-8.79200e-02,2.55e-01,-7.56e-03, 
-8.78400e-02,2.55e-01,-8.82e-03, 
-8.77600e-02,2.55e-01,-8.82e-03, 
-8.76800e-02,2.55e-01,-7.56e-03, 
-8.76000e-02,2.56e-01,-8.82e-03, 
-8.75200e-02,2.55e-01,-8.82e-03, 
-8.74400e-02,2.55e-01,-8.82e-03, 
-8.73600e-02,2.55e-01,-8.82e-03, 
-8.72800e-02,2.55e-01,-7.56e-03, 
-8.72000e-02,2.56e-01,-7.56e-03, 
-8.71200e-02,2.56e-01,-7.56e-03, 
-8.70400e-02,2.56e-01,-8.82e-03, 
-8.69600e-02,2.56e-01,-8.82e-03, 
-8.68800e-02,2.57e-01,-8.82e-03, 
-8.68000e-02,2.56e-01,-7.56e-03, 
-8.67200e-02,2.57e-01,-8.82e-03, 
-8.66400e-02,2.56e-01,-8.82e-03, 
-8.65600e-02,2.55e-01,-7.56e-03, 
-8.64800e-02,2.56e-01,-7.56e-03, 
-8.64000e-02,2.56e-01,-8.82e-03, 
-8.63200e-02,2.57e-01,-8.82e-03, 
-8.62400e-02,2.57e-01,-8.82e-03, 
-8.61600e-02,2.57e-01,-8.82e-03, 
-8.60800e-02,2.57e-01,-8.82e-03, 
-8.60000e-02,2.57e-01,-7.56e-03, 
-8.59200e-02,2.56e-01,-7.56e-03, 
-8.58400e-02,2.57e-01,-7.56e-03, 
-8.57600e-02,2.56e-01,-8.82e-03, 
-8.56800e-02,2.56e-01,-8.82e-03, 
-8.56000e-02,2.57e-01,-7.56e-03, 
-8.55200e-02,2.56e-01,-7.56e-03, 
-8.54400e-02,2.56e-01,-8.82e-03, 
-8.53600e-02,2.56e-01,-8.82e-03, 
-8.52800e-02,2.57e-01,-8.82e-03, 
-8.52000e-02,2.57e-01,-8.82e-03, 
-8.51200e-02,2.56e-01,-8.82e-03, 
-8.50400e-02,2.57e-01,-7.56e-03, 
-8.49600e-02,2.57e-01,-8.82e-03, 
-8.48800e-02,2.57e-01,-8.82e-03, 
-8.48000e-02,2.57e-01,-8.82e-03, 
-8.47200e-02,2.57e-01,-7.56e-03, 
-8.46400e-02,2.57e-01,-8.82e-03, 
-8.45600e-02,2.57e-01,-8.82e-03, 
-8.44800e-02,2.57e-01,-8.82e-03, 
-8.44000e-02,2.57e-01,-8.82e-03, 
-8.43200e-02,2.57e-01,-8.82e-03, 
-8.42400e-02,2.57e-01,-8.82e-03, 
-8.41600e-02,2.57e-01,-8.82e-03, 
-8.40800e-02,2.57e-01,-8.82e-03, 
-8.40000e-02,2.57e-01,-8.82e-03, 
-8.39200e-02,2.57e-01,-8.82e-03, 
-8.38400e-02,2.57e-01,-8.82e-03, 
-8.37600e-02,2.57e-01,-7.56e-03, 
-8.36800e-02,2.57e-01,-8.82e-03, 
-8.36000e-02,2.57e-01,-8.82e-03, 
-8.35200e-02,2.57e-01,-8.82e-03, 
-8.34400e-02,2.57e-01,-8.82e-03, 
-8.33600e-02,2.57e-01,-8.82e-03, 
-8.32800e-02,2.57e-01,-8.82e-03, 
-8.32000e-02,2.57e-01,-8.82e-03, 
-8.31200e-02,2.57e-01,-8.82e-03, 
-8.30400e-02,2.57e-01,-8.82e-03, 
-8.29600e-02,2.57e-01,-8.82e-03, 
-8.28800e-02,2.57e-01,-8.82e-03, 
-8.28000e-02,2.57e-01,-8.82e-03, 
-8.27200e-02,2.57e-01,-8.82e-03, 
-8.26400e-02,2.57e-01,-8.82e-03, 
-8.25600e-02,2.57e-01,-1.01e-02, 
-8.24800e-02,2.57e-01,-8.82e-03, 
-8.24000e-02,2.57e-01,-8.82e-03, 
-8.23200e-02,2.57e-01,-8.82e-03, 
-8.22400e-02,2.57e-01,-8.82e-03, 
-8.21600e-02,2.57e-01,-1.01e-02, 
-8.20800e-02,2.57e-01,-8.82e-03, 
-8.20000e-02,2.57e-01,-8.82e-03, 
-8.19200e-02,2.58e-01,-8.82e-03, 
-8.18400e-02,2.58e-01,-8.82e-03, 
-8.17600e-02,2.59e-01,-1.01e-02, 
-8.16800e-02,2.57e-01,-8.82e-03, 
-8.16000e-02,2.58e-01,-1.01e-02, 
-8.15200e-02,2.58e-01,-8.82e-03, 
-8.14400e-02,2.58e-01,-1.01e-02, 
-8.13600e-02,2.58e-01,-1.01e-02, 
-8.12800e-02,2.58e-01,-1.01e-02, 
-8.12000e-02,2.58e-01,-8.82e-03, 
-8.11200e-02,2.58e-01,-1.01e-02, 
-8.10400e-02,2.59e-01,-1.01e-02, 
-8.09600e-02,2.58e-01,-1.01e-02, 
-8.08800e-02,2.59e-01,-1.01e-02, 
-8.08000e-02,2.58e-01,-1.01e-02, 
-8.07200e-02,2.58e-01,-1.01e-02, 
-8.06400e-02,2.58e-01,-8.82e-03, 
-8.05600e-02,2.59e-01,-1.01e-02, 
-8.04800e-02,2.58e-01,-1.01e-02, 
-8.04000e-02,2.58e-01,-1.01e-02, 
-8.03200e-02,2.58e-01,-1.01e-02, 
-8.02400e-02,2.59e-01,-1.01e-02, 
-8.01600e-02,2.58e-01,-1.01e-02, 
-8.00800e-02,2.59e-01,-1.01e-02, 
-8.00000e-02,2.59e-01,-1.01e-02, 
-7.99200e-02,2.59e-01,-1.01e-02, 
-7.98400e-02,2.58e-01,-1.01e-02, 
-7.97600e-02,2.59e-01,-1.01e-02, 
-7.96800e-02,2.59e-01,-1.01e-02, 
-7.96000e-02,2.59e-01,-1.01e-02, 
-7.95200e-02,2.59e-01,-1.01e-02, 
-7.94400e-02,2.60e-01,-1.01e-02, 
-7.93600e-02,2.60e-01,-1.01e-02, 
-7.92800e-02,2.60e-01,-1.01e-02, 
-7.92000e-02,2.60e-01,-1.01e-02, 
-7.91200e-02,2.60e-01,-1.01e-02, 
-7.90400e-02,2.60e-01,-1.01e-02, 
-7.89600e-02,2.60e-01,-1.01e-02, 
-7.88800e-02,2.61e-01,-1.01e-02, 
-7.88000e-02,2.60e-01,-1.01e-02, 
-7.87200e-02,2.61e-01,-1.01e-02, 
-7.86400e-02,2.60e-01,-1.01e-02, 
-7.85600e-02,2.61e-01,-1.01e-02, 
-7.84800e-02,2.60e-01,-1.01e-02, 
-7.84000e-02,2.61e-01,-1.01e-02, 
-7.83200e-02,2.61e-01,-1.01e-02, 
-7.82400e-02,2.61e-01,-1.01e-02, 
-7.81600e-02,2.60e-01,-1.01e-02, 
-7.80800e-02,2.61e-01,-1.01e-02, 
-7.80000e-02,2.61e-01,-1.01e-02, 
-7.79200e-02,2.61e-01,-1.01e-02, 
-7.78400e-02,2.61e-01,-1.01e-02, 
-7.77600e-02,2.60e-01,-1.01e-02, 
-7.76800e-02,2.60e-01,-1.01e-02, 
-7.76000e-02,2.60e-01,-1.01e-02, 
-7.75200e-02,2.61e-01,-1.01e-02, 
-7.74400e-02,2.61e-01,-1.01e-02, 
-7.73600e-02,2.61e-01,-1.01e-02, 
-7.72800e-02,2.61e-01,-1.01e-02, 
-7.72000e-02,2.61e-01,-1.01e-02, 
-7.71200e-02,2.62e-01,-1.01e-02, 
-7.70400e-02,2.61e-01,-1.01e-02, 
-7.69600e-02,2.61e-01,-1.01e-02, 
-7.68800e-02,2.62e-01,-1.01e-02, 
-7.68000e-02,2.61e-01,-1.01e-02, 
-7.67200e-02,2.62e-01,-1.01e-02, 
-7.66400e-02,2.61e-01,-1.01e-02, 
-7.65600e-02,2.62e-01,-1.01e-02, 
-7.64800e-02,2.63e-01,-1.01e-02, 
-7.64000e-02,2.63e-01,-1.01e-02, 
-7.63200e-02,2.62e-01,-1.01e-02, 
-7.62400e-02,2.63e-01,-1.01e-02, 
-7.61600e-02,2.63e-01,-1.01e-02, 
-7.60800e-02,2.63e-01,-1.01e-02, 
-7.60000e-02,2.63e-01,-1.01e-02, 
-7.59200e-02,2.63e-01,-1.01e-02, 
-7.58400e-02,2.63e-01,-1.13e-02, 
-7.57600e-02,2.63e-01,-1.13e-02, 
-7.56800e-02,2.63e-01,-1.13e-02, 
-7.56000e-02,2.63e-01,-1.01e-02, 
-7.55200e-02,2.63e-01,-1.01e-02, 
-7.54400e-02,2.63e-01,-1.13e-02, 
-7.53600e-02,2.63e-01,-1.01e-02, 
-7.52800e-02,2.63e-01,-1.01e-02, 
-7.52000e-02,2.63e-01,-1.13e-02, 
-7.51200e-02,2.63e-01,-1.01e-02, 
-7.50400e-02,2.63e-01,-1.01e-02, 
-7.49600e-02,2.63e-01,-1.01e-02, 
-7.48800e-02,2.63e-01,-1.01e-02, 
-7.48000e-02,2.63e-01,-1.13e-02, 
-7.47200e-02,2.63e-01,-1.13e-02, 
-7.46400e-02,2.63e-01,-1.01e-02, 
-7.45600e-02,2.63e-01,-1.13e-02, 
-7.44800e-02,2.63e-01,-1.13e-02, 
-7.44000e-02,2.64e-01,-1.01e-02, 
-7.43200e-02,2.64e-01,-1.01e-02, 
-7.42400e-02,2.64e-01,-1.01e-02, 
-7.41600e-02,2.65e-01,-1.01e-02, 
-7.40800e-02,2.64e-01,-1.13e-02, 
-7.40000e-02,2.64e-01,-1.01e-02, 
-7.39200e-02,2.64e-01,-1.13e-02, 
-7.38400e-02,2.65e-01,-1.13e-02, 
-7.37600e-02,2.65e-01,-1.13e-02, 
-7.36800e-02,2.66e-01,-1.01e-02, 
-7.36000e-02,2.66e-01,-1.13e-02, 
-7.35200e-02,2.65e-01,-1.13e-02, 
-7.34400e-02,2.66e-01,-1.01e-02, 
-7.33600e-02,2.65e-01,-1.13e-02, 
-7.32800e-02,2.66e-01,-1.13e-02, 
-7.32000e-02,2.66e-01,-1.13e-02, 
-7.31200e-02,2.66e-01,-1.13e-02, 
-7.30400e-02,2.66e-01,-1.13e-02, 
-7.29600e-02,2.66e-01,-1.13e-02, 
-7.28800e-02,2.66e-01,-1.13e-02, 
-7.28000e-02,2.66e-01,-1.13e-02, 
-7.27200e-02,2.66e-01,-1.13e-02, 
-7.26400e-02,2.66e-01,-1.13e-02, 
-7.25600e-02,2.66e-01,-1.13e-02, 
-7.24800e-02,2.66e-01,-1.13e-02, 
-7.24000e-02,2.66e-01,-1.13e-02, 
-7.23200e-02,2.66e-01,-1.13e-02, 
-7.22400e-02,2.66e-01,-1.13e-02, 
-7.21600e-02,2.66e-01,-1.26e-02, 
-7.20800e-02,2.66e-01,-1.13e-02, 
-7.20000e-02,2.66e-01,-1.13e-02, 
-7.19200e-02,2.66e-01,-1.13e-02, 
-7.18400e-02,2.66e-01,-1.13e-02, 
-7.17600e-02,2.66e-01,-1.13e-02, 
-7.16800e-02,2.66e-01,-1.13e-02, 
-7.16000e-02,2.66e-01,-1.13e-02, 
-7.15200e-02,2.67e-01,-1.13e-02, 
-7.14400e-02,2.66e-01,-1.13e-02, 
-7.13600e-02,2.67e-01,-1.13e-02, 
-7.12800e-02,2.68e-01,-1.13e-02, 
-7.12000e-02,2.67e-01,-1.13e-02, 
-7.11200e-02,2.67e-01,-1.13e-02, 
-7.10400e-02,2.67e-01,-1.13e-02, 
-7.09600e-02,2.68e-01,-1.26e-02, 
-7.08800e-02,2.68e-01,-1.13e-02, 
-7.08000e-02,2.69e-01,-1.13e-02, 
-7.07200e-02,2.68e-01,-1.13e-02, 
-7.06400e-02,2.68e-01,-1.13e-02, 
-7.05600e-02,2.68e-01,-1.26e-02, 
-7.04800e-02,2.68e-01,-1.13e-02, 
-7.04000e-02,2.68e-01,-1.13e-02, 
-7.03200e-02,2.69e-01,-1.13e-02, 
-7.02400e-02,2.68e-01,-1.13e-02, 
-7.01600e-02,2.69e-01,-1.26e-02, 
-7.00800e-02,2.68e-01,-1.26e-02, 
-7.00000e-02,2.69e-01,-1.26e-02, 
-6.99200e-02,2.69e-01,-1.13e-02, 
-6.98400e-02,2.69e-01,-1.13e-02, 
-6.97600e-02,2.69e-01,-1.13e-02, 
-6.96800e-02,2.69e-01,-1.26e-02, 
-6.96000e-02,2.69e-01,-1.13e-02, 
-6.95200e-02,2.68e-01,-1.13e-02, 
-6.94400e-02,2.69e-01,-1.13e-02, 
-6.93600e-02,2.69e-01,-1.13e-02, 
-6.92800e-02,2.69e-01,-1.26e-02, 
-6.92000e-02,2.69e-01,-1.13e-02, 
-6.91200e-02,2.69e-01,-1.13e-02, 
-6.90400e-02,2.69e-01,-1.13e-02, 
-6.89600e-02,2.69e-01,-1.13e-02, 
-6.88800e-02,2.69e-01,-1.26e-02, 
-6.88000e-02,2.69e-01,-1.26e-02, 
-6.87200e-02,2.70e-01,-1.13e-02, 
-6.86400e-02,2.70e-01,-1.26e-02, 
-6.85600e-02,2.70e-01,-1.13e-02, 
-6.84800e-02,2.70e-01,-1.26e-02, 
-6.84000e-02,2.70e-01,-1.26e-02, 
-6.83200e-02,2.70e-01,-1.26e-02, 
-6.82400e-02,2.70e-01,-1.26e-02, 
-6.81600e-02,2.71e-01,-1.26e-02, 
-6.80800e-02,2.71e-01,-1.13e-02, 
-6.80000e-02,2.71e-01,-1.26e-02, 
-6.79200e-02,2.71e-01,-1.13e-02, 
-6.78400e-02,2.71e-01,-1.26e-02, 
-6.77600e-02,2.71e-01,-1.26e-02, 
-6.76800e-02,2.71e-01,-1.13e-02, 
-6.76000e-02,2.71e-01,-1.26e-02, 
-6.75200e-02,2.71e-01,-1.26e-02, 
-6.74400e-02,2.71e-01,-1.26e-02, 
-6.73600e-02,2.71e-01,-1.26e-02, 
-6.72800e-02,2.71e-01,-1.26e-02, 
-6.72000e-02,2.71e-01,-1.26e-02, 
-6.71200e-02,2.71e-01,-1.26e-02, 
-6.70400e-02,2.71e-01,-1.26e-02, 
-6.69600e-02,2.71e-01,-1.26e-02, 
-6.68800e-02,2.72e-01,-1.26e-02, 
-6.68000e-02,2.71e-01,-1.26e-02, 
-6.67200e-02,2.72e-01,-1.26e-02, 
-6.66400e-02,2.72e-01,-1.26e-02, 
-6.65600e-02,2.72e-01,-1.26e-02, 
-6.64800e-02,2.72e-01,-1.26e-02, 
-6.64000e-02,2.72e-01,-1.26e-02, 
-6.63200e-02,2.72e-01,-1.26e-02, 
-6.62400e-02,2.72e-01,-1.26e-02, 
-6.61600e-02,2.72e-01,-1.26e-02, 
-6.60800e-02,2.72e-01,-1.26e-02, 
-6.60000e-02,2.72e-01,-1.26e-02, 
-6.59200e-02,2.72e-01,-1.13e-02, 
-6.58400e-02,2.72e-01,-1.26e-02, 
-6.57600e-02,2.72e-01,-1.26e-02, 
-6.56800e-02,2.72e-01,-1.26e-02, 
-6.56000e-02,2.73e-01,-1.26e-02, 
-6.55200e-02,2.72e-01,-1.26e-02, 
-6.54400e-02,2.73e-01,-1.26e-02, 
-6.53600e-02,2.73e-01,-1.26e-02, 
-6.52800e-02,2.73e-01,-1.26e-02, 
-6.52000e-02,2.74e-01,-1.26e-02, 
-6.51200e-02,2.74e-01,-1.26e-02, 
-6.50400e-02,2.73e-01,-1.26e-02, 
-6.49600e-02,2.74e-01,-1.26e-02, 
-6.48800e-02,2.75e-01,-1.39e-02, 
-6.48000e-02,2.74e-01,-1.26e-02, 
-6.47200e-02,2.75e-01,-1.26e-02, 
-6.46400e-02,2.75e-01,-1.26e-02, 
-6.45600e-02,2.75e-01,-1.26e-02, 
-6.44800e-02,2.75e-01,-1.26e-02, 
-6.44000e-02,2.75e-01,-1.26e-02, 
-6.43200e-02,2.75e-01,-1.39e-02, 
-6.42400e-02,2.75e-01,-1.26e-02, 
-6.41600e-02,2.75e-01,-1.26e-02, 
-6.40800e-02,2.75e-01,-1.26e-02, 
-6.40000e-02,2.75e-01,-1.26e-02, 
-6.39200e-02,2.75e-01,-1.39e-02, 
-6.38400e-02,2.75e-01,-1.26e-02, 
-6.37600e-02,2.75e-01,-1.39e-02, 
-6.36800e-02,2.75e-01,-1.26e-02, 
-6.36000e-02,2.75e-01,-1.39e-02, 
-6.35200e-02,2.75e-01,-1.26e-02, 
-6.34400e-02,2.75e-01,-1.26e-02, 
-6.33600e-02,2.75e-01,-1.26e-02, 
-6.32800e-02,2.76e-01,-1.26e-02, 
-6.32000e-02,2.75e-01,-1.26e-02, 
-6.31200e-02,2.75e-01,-1.26e-02, 
-6.30400e-02,2.76e-01,-1.39e-02, 
-6.29600e-02,2.76e-01,-1.26e-02, 
-6.28800e-02,2.75e-01,-1.26e-02, 
