,CH3
Second,Volt
-3.67832e-01,-3.38e-01, 
-3.67100e-01,-3.38e-01, 
-3.66367e-01,-3.38e-01, 
-3.65635e-01,-3.38e-01, 
-3.64902e-01,-3.38e-01, 
-3.64170e-01,-3.38e-01, 
-3.63438e-01,-3.38e-01, 
-3.62705e-01,-3.38e-01, 
-3.61973e-01,-3.38e-01, 
-3.61240e-01,-3.38e-01, 
-3.60508e-01,-3.38e-01, 
-3.59775e-01,-3.38e-01, 
-3.59043e-01,-3.38e-01, 
-3.58311e-01,-3.38e-01, 
-3.57578e-01,-3.38e-01, 
-3.56846e-01,-3.38e-01, 
-3.56113e-01,-3.38e-01, 
-3.55381e-01,-3.38e-01, 
-3.54648e-01,-3.38e-01, 
-3.53916e-01,-3.38e-01, 
-3.53184e-01,-3.38e-01, 
-3.52451e-01,-3.38e-01, 
-3.51719e-01,-3.38e-01, 
-3.50986e-01,-3.38e-01, 
-3.50254e-01,-3.38e-01, 
-3.49522e-01,-3.38e-01, 
-3.48789e-01,-3.38e-01, 
-3.48057e-01,-3.37e-01, 
-3.47324e-01,-3.37e-01, 
-3.46592e-01,-3.37e-01, 
-3.45859e-01,-3.37e-01, 
-3.45127e-01,-3.37e-01, 
-3.44395e-01,-3.37e-01, 
-3.43662e-01,-3.37e-01, 
-3.42930e-01,-3.36e-01, 
-3.42197e-01,-3.35e-01, 
-3.41465e-01,-3.36e-01, 
-3.40732e-01,-3.35e-01, 
-3.40000e-01,-3.35e-01, 
-3.39268e-01,-3.35e-01, 
-3.38535e-01,-3.34e-01, 
-3.37803e-01,-3.34e-01, 
-3.37070e-01,-3.34e-01, 
-3.36338e-01,-3.34e-01, 
-3.35606e-01,-3.33e-01, 
-3.34873e-01,-3.33e-01, 
-3.34141e-01,-3.33e-01, 
-3.33408e-01,-3.33e-01, 
-3.32676e-01,-3.32e-01, 
-3.31943e-01,-3.32e-01, 
-3.31211e-01,-3.32e-01, 
-3.30479e-01,-3.31e-01, 
-3.29746e-01,-3.31e-01, 
-3.29014e-01,-3.31e-01, 
-3.28281e-01,-3.31e-01, 
-3.27549e-01,-3.31e-01, 
-3.26816e-01,-3.30e-01, 
-3.26084e-01,-3.30e-01, 
-3.25352e-01,-3.30e-01, 
-3.24619e-01,-3.30e-01, 
-3.23887e-01,-3.30e-01, 
-3.23154e-01,-3.30e-01, 
-3.22422e-01,-3.30e-01, 
-3.21689e-01,-3.30e-01, 
-3.20957e-01,-3.30e-01, 
-3.20225e-01,-3.30e-01, 
-3.19492e-01,-3.30e-01, 
-3.18760e-01,-3.30e-01, 
-3.18027e-01,-3.30e-01, 
-3.17295e-01,-3.29e-01, 
-3.16563e-01,-3.30e-01, 
-3.15830e-01,-3.30e-01, 
-3.15098e-01,-3.30e-01, 
-3.14365e-01,-3.29e-01, 
-3.13633e-01,-3.29e-01, 
-3.12900e-01,-3.30e-01, 
-3.12168e-01,-3.29e-01, 
-3.11436e-01,-3.28e-01, 
-3.10703e-01,-3.29e-01, 
-3.09971e-01,-3.29e-01, 
-3.09238e-01,-3.27e-01, 
-3.08506e-01,-3.28e-01, 
-3.07773e-01,-3.28e-01, 
-3.07041e-01,-3.27e-01, 
-3.06309e-01,-3.27e-01, 
-3.05576e-01,-3.27e-01, 
-3.04844e-01,-3.27e-01, 
-3.04111e-01,-3.27e-01, 
-3.03379e-01,-3.26e-01, 
-3.02647e-01,-3.26e-01, 
-3.01914e-01,-3.26e-01, 
-3.01182e-01,-3.26e-01, 
-3.00449e-01,-3.26e-01, 
-2.99717e-01,-3.25e-01, 
-2.98984e-01,-3.25e-01, 
-2.98252e-01,-3.24e-01, 
-2.97520e-01,-3.24e-01, 
-2.96787e-01,-3.24e-01, 
-2.96055e-01,-3.24e-01, 
-2.95322e-01,-3.23e-01, 
-2.94590e-01,-3.23e-01, 
-2.93857e-01,-3.24e-01, 
-2.93125e-01,-3.23e-01, 
-2.92393e-01,-3.22e-01, 
-2.91660e-01,-3.22e-01, 
-2.90928e-01,-3.22e-01, 
-2.90195e-01,-3.22e-01, 
-2.89463e-01,-3.21e-01, 
-2.88731e-01,-3.21e-01, 
-2.87998e-01,-3.21e-01, 
-2.87266e-01,-3.21e-01, 
-2.86533e-01,-3.20e-01, 
-2.85801e-01,-3.20e-01, 
-2.85068e-01,-3.20e-01, 
-2.84336e-01,-3.19e-01, 
-2.83604e-01,-3.18e-01, 
-2.82871e-01,-3.20e-01, 
-2.82139e-01,-3.19e-01, 
-2.81406e-01,-3.18e-01, 
-2.80674e-01,-3.18e-01, 
-2.79941e-01,-3.18e-01, 
-2.79209e-01,-3.18e-01, 
-2.78477e-01,-3.18e-01, 
-2.77744e-01,-3.18e-01, 
-2.77012e-01,-3.17e-01, 
-2.76279e-01,-3.17e-01, 
-2.75547e-01,-3.16e-01, 
-2.74814e-01,-3.15e-01, 
-2.74082e-01,-3.15e-01, 
-2.73350e-01,-3.15e-01, 
-2.72617e-01,-3.15e-01, 
-2.71885e-01,-3.15e-01, 
-2.71152e-01,-3.15e-01, 
-2.70420e-01,-3.14e-01, 
-2.69688e-01,-3.14e-01, 
-2.68955e-01,-3.13e-01, 
-2.68223e-01,-3.13e-01, 
-2.67490e-01,-3.12e-01, 
-2.66758e-01,-3.11e-01, 
-2.66025e-01,-3.11e-01, 
-2.65293e-01,-3.10e-01, 
-2.64561e-01,-3.10e-01, 
-2.63828e-01,-3.10e-01, 
-2.63096e-01,-3.10e-01, 
-2.62363e-01,-3.10e-01, 
-2.61631e-01,-3.09e-01, 
-2.60898e-01,-3.09e-01, 
-2.60166e-01,-3.08e-01, 
-2.59434e-01,-3.07e-01, 
-2.58701e-01,-3.08e-01, 
-2.57969e-01,-3.08e-01, 
-2.57236e-01,-3.07e-01, 
-2.56504e-01,-3.07e-01, 
-2.55772e-01,-3.07e-01, 
-2.55039e-01,-3.06e-01, 
-2.54307e-01,-3.06e-01, 
-2.53574e-01,-3.06e-01, 
-2.52842e-01,-3.06e-01, 
-2.52109e-01,-3.05e-01, 
-2.51377e-01,-3.05e-01, 
-2.50645e-01,-3.04e-01, 
-2.49912e-01,-3.04e-01, 
-2.49180e-01,-3.04e-01, 
-2.48447e-01,-3.04e-01, 
-2.47715e-01,-3.03e-01, 
-2.46982e-01,-3.03e-01, 
-2.46250e-01,-3.02e-01, 
-2.45518e-01,-3.02e-01, 
-2.44785e-01,-3.01e-01, 
-2.44053e-01,-3.01e-01, 
-2.43320e-01,-3.01e-01, 
-2.42588e-01,-3.00e-01, 
-2.41856e-01,-3.00e-01, 
-2.41123e-01,-2.99e-01, 
-2.40391e-01,-2.99e-01, 
-2.39658e-01,-2.98e-01, 
-2.38926e-01,-2.98e-01, 
-2.38193e-01,-2.98e-01, 
-2.37461e-01,-2.98e-01, 
-2.36729e-01,-2.98e-01, 
-2.35996e-01,-2.97e-01, 
-2.35264e-01,-2.97e-01, 
-2.34531e-01,-2.97e-01, 
-2.33799e-01,-2.96e-01, 
-2.33066e-01,-2.96e-01, 
-2.32334e-01,-2.96e-01, 
-2.31602e-01,-2.95e-01, 
-2.30869e-01,-2.95e-01, 
-2.30137e-01,-2.95e-01, 
-2.29404e-01,-2.95e-01, 
-2.28672e-01,-2.95e-01, 
-2.27939e-01,-2.95e-01, 
-2.27207e-01,-2.95e-01, 
-2.26475e-01,-2.95e-01, 
-2.25742e-01,-2.95e-01, 
-2.25010e-01,-2.95e-01, 
-2.24277e-01,-2.95e-01, 
-2.23545e-01,-2.95e-01, 
-2.22813e-01,-2.95e-01, 
-2.22080e-01,-2.95e-01, 
-2.21348e-01,-2.95e-01, 
-2.20615e-01,-2.95e-01, 
-2.19883e-01,-2.95e-01, 
-2.19150e-01,-2.95e-01, 
-2.18418e-01,-2.95e-01, 
-2.17686e-01,-2.95e-01, 
-2.16953e-01,-2.95e-01, 
-2.16221e-01,-2.96e-01, 
-2.15488e-01,-2.96e-01, 
-2.14756e-01,-2.95e-01, 
-2.14023e-01,-2.96e-01, 
-2.13291e-01,-2.97e-01, 
-2.12559e-01,-2.96e-01, 
-2.11826e-01,-2.96e-01, 
-2.11094e-01,-2.98e-01, 
-2.10361e-01,-2.97e-01, 
-2.09629e-01,-2.98e-01, 
-2.08897e-01,-2.98e-01, 
-2.08164e-01,-2.98e-01, 
-2.07432e-01,-2.98e-01, 
-2.06699e-01,-2.98e-01, 
-2.05967e-01,-2.98e-01, 
-2.05234e-01,-2.98e-01, 
-2.04502e-01,-2.98e-01, 
-2.03770e-01,-2.98e-01, 
-2.03037e-01,-2.99e-01, 
-2.02305e-01,-2.99e-01, 
-2.01572e-01,-2.99e-01, 
-2.00840e-01,-2.99e-01, 
-2.00107e-01,-3.00e-01, 
-1.99375e-01,-3.00e-01, 
-1.98643e-01,-3.00e-01, 
-1.97910e-01,-3.01e-01, 
-1.97178e-01,-3.00e-01, 
-1.96445e-01,-2.98e-01, 
-1.95713e-01,-2.98e-01, 
-1.94981e-01,-2.97e-01, 
-1.94248e-01,-2.95e-01, 
-1.93516e-01,-2.96e-01, 
-1.92783e-01,-2.97e-01, 
-1.92051e-01,-2.98e-01, 
-1.91318e-01,-3.00e-01, 
-1.90586e-01,-3.04e-01, 
-1.89854e-01,-3.06e-01, 
-1.89121e-01,-3.10e-01, 
-1.88389e-01,-3.13e-01, 
-1.87656e-01,-3.15e-01, 
-1.86924e-01,-3.18e-01, 
-1.86191e-01,-3.21e-01, 
-1.85459e-01,-3.22e-01, 
-1.84727e-01,-3.24e-01, 
-1.83994e-01,-3.26e-01, 
-1.83262e-01,-3.27e-01, 
-1.82529e-01,-3.29e-01, 
-1.81797e-01,-3.30e-01, 
-1.81064e-01,-3.33e-01, 
-1.80332e-01,-3.34e-01, 
-1.79600e-01,-3.35e-01, 
-1.78867e-01,-3.37e-01, 
-1.78135e-01,-3.37e-01, 
-1.77402e-01,-3.38e-01, 
-1.76670e-01,-3.37e-01, 
-1.75938e-01,-3.37e-01, 
-1.75205e-01,-3.35e-01, 
-1.74473e-01,-3.34e-01, 
-1.73740e-01,-3.33e-01, 
-1.73008e-01,-3.31e-01, 
-1.72275e-01,-3.30e-01, 
-1.71543e-01,-3.27e-01, 
-1.70811e-01,-3.25e-01, 
-1.70078e-01,-3.22e-01, 
-1.69346e-01,-3.19e-01, 
-1.68613e-01,-3.17e-01, 
-1.67881e-01,-3.14e-01, 
-1.67148e-01,-3.10e-01, 
-1.66416e-01,-3.09e-01, 
-1.65684e-01,-3.06e-01, 
-1.64951e-01,-3.03e-01, 
-1.64219e-01,-3.01e-01, 
-1.63486e-01,-2.99e-01, 
-1.62754e-01,-2.97e-01, 
-1.62022e-01,-2.96e-01, 
-1.61289e-01,-2.96e-01, 
-1.60557e-01,-2.97e-01, 
-1.59824e-01,-2.98e-01, 
-1.59092e-01,-3.01e-01, 
-1.58359e-01,-3.04e-01, 
-1.57627e-01,-3.08e-01, 
-1.56895e-01,-3.10e-01, 
-1.56162e-01,-3.14e-01, 
-1.55430e-01,-3.17e-01, 
-1.54697e-01,-3.19e-01, 
-1.53965e-01,-3.21e-01, 
-1.53232e-01,-3.23e-01, 
-1.52500e-01,-3.25e-01, 
-1.51768e-01,-3.27e-01, 
-1.51035e-01,-3.29e-01, 
-1.50303e-01,-3.30e-01, 
-1.49570e-01,-3.32e-01, 
-1.48838e-01,-3.34e-01, 
-1.48106e-01,-3.35e-01, 
-1.47373e-01,-3.36e-01, 
-1.46641e-01,-3.36e-01, 
-1.45908e-01,-3.37e-01, 
-1.45176e-01,-3.38e-01, 
-1.44443e-01,-3.37e-01, 
-1.43711e-01,-3.36e-01, 
-1.42979e-01,-3.35e-01, 
-1.42246e-01,-3.34e-01, 
-1.41514e-01,-3.32e-01, 
-1.40781e-01,-3.30e-01, 
-1.40049e-01,-3.28e-01, 
-1.39316e-01,-3.25e-01, 
-1.38584e-01,-3.23e-01, 
-1.37852e-01,-3.20e-01, 
-1.37119e-01,-3.18e-01, 
-1.36387e-01,-3.14e-01, 
-1.35654e-01,-3.11e-01, 
-1.34922e-01,-3.09e-01, 
-1.34189e-01,-3.06e-01, 
-1.33457e-01,-3.04e-01, 
-1.32725e-01,-3.01e-01, 
-1.31992e-01,-2.98e-01, 
-1.31260e-01,-2.97e-01, 
-1.30527e-01,-2.95e-01, 
-1.29795e-01,-2.96e-01, 
-1.29063e-01,-2.96e-01, 
-1.28330e-01,-2.98e-01, 
-1.27598e-01,-3.02e-01, 
-1.26865e-01,-3.06e-01, 
-1.26133e-01,-3.09e-01, 
-1.25400e-01,-3.12e-01, 
-1.24668e-01,-3.15e-01, 
-1.23936e-01,-3.19e-01, 
-1.23203e-01,-3.21e-01, 
-1.22471e-01,-3.24e-01, 
-1.21738e-01,-3.26e-01, 
-1.21006e-01,-3.27e-01, 
-1.20273e-01,-3.30e-01, 
-1.19541e-01,-3.31e-01, 
-1.18809e-01,-3.33e-01, 
-1.18076e-01,-3.35e-01, 
-1.17344e-01,-3.35e-01, 
-1.16611e-01,-3.37e-01, 
-1.15879e-01,-3.37e-01, 
-1.15147e-01,-3.37e-01, 
-1.14414e-01,-3.36e-01, 
-1.13682e-01,-3.35e-01, 
-1.12949e-01,-3.34e-01, 
-1.12217e-01,-3.33e-01, 
-1.11484e-01,-3.31e-01, 
-1.10752e-01,-3.28e-01, 
-1.10020e-01,-3.26e-01, 
-1.09287e-01,-3.24e-01, 
-1.08555e-01,-3.21e-01, 
-1.07822e-01,-3.18e-01, 
-1.07090e-01,-3.15e-01, 
-1.06357e-01,-3.13e-01, 
-1.05625e-01,-3.10e-01, 
-1.04893e-01,-3.07e-01, 
-1.04160e-01,-3.05e-01, 
-1.03428e-01,-3.02e-01, 
-1.02695e-01,-2.99e-01, 
-1.01963e-01,-2.98e-01, 
-1.01231e-01,-2.96e-01, 
-1.00498e-01,-2.95e-01, 
-9.97657e-02,-2.96e-01, 
-9.90332e-02,-2.97e-01, 
-9.83008e-02,-2.98e-01, 
-9.75684e-02,-3.01e-01, 
-9.68360e-02,-3.05e-01, 
-9.61035e-02,-3.09e-01, 
-9.53711e-02,-3.12e-01, 
-9.46387e-02,-3.15e-01, 
-9.39063e-02,-3.18e-01, 
-9.31739e-02,-3.21e-01, 
-9.24414e-02,-3.23e-01, 
-9.17090e-02,-3.26e-01, 
-9.09766e-02,-3.27e-01, 
-9.02442e-02,-3.30e-01, 
-8.95118e-02,-3.31e-01, 
-8.87793e-02,-3.33e-01, 
-8.80469e-02,-3.34e-01, 
-8.73145e-02,-3.36e-01, 
-8.65821e-02,-3.37e-01, 
-8.58496e-02,-3.37e-01, 
-8.51172e-02,-3.37e-01, 
-8.43848e-02,-3.36e-01, 
-8.36524e-02,-3.34e-01, 
-8.29200e-02,-3.33e-01, 
-8.21875e-02,-3.31e-01, 
-8.14551e-02,-3.29e-01, 
-8.07227e-02,-3.27e-01, 
-7.99903e-02,-3.24e-01, 
-7.92578e-02,-3.21e-01, 
-7.85254e-02,-3.18e-01, 
-7.77930e-02,-3.16e-01, 
-7.70606e-02,-3.13e-01, 
-7.63282e-02,-3.10e-01, 
-7.55957e-02,-3.07e-01, 
-7.48633e-02,-3.04e-01, 
-7.41309e-02,-3.01e-01, 
-7.33985e-02,-2.98e-01, 
-7.26660e-02,-2.97e-01, 
-7.19336e-02,-2.95e-01, 
-7.12012e-02,-2.95e-01, 
-7.04688e-02,-2.96e-01, 
-6.97364e-02,-2.98e-01, 
-6.90039e-02,-2.99e-01, 
-6.82715e-02,-3.03e-01, 
-6.75391e-02,-3.07e-01, 
-6.68067e-02,-3.10e-01, 
-6.60743e-02,-3.14e-01, 
-6.53418e-02,-3.17e-01, 
-6.46094e-02,-3.19e-01, 
-6.38770e-02,-3.22e-01, 
-6.31446e-02,-3.24e-01, 
-6.24121e-02,-3.26e-01, 
-6.16797e-02,-3.28e-01, 
-6.09473e-02,-3.30e-01, 
-6.02149e-02,-3.31e-01, 
-5.94825e-02,-3.34e-01, 
-5.87500e-02,-3.35e-01, 
-5.80176e-02,-3.36e-01, 
-5.72852e-02,-3.37e-01, 
-5.65528e-02,-3.36e-01, 
-5.58203e-02,-3.36e-01, 
-5.50879e-02,-3.35e-01, 
-5.43555e-02,-3.34e-01, 
-5.36231e-02,-3.32e-01, 
-5.28907e-02,-3.30e-01, 
-5.21582e-02,-3.28e-01, 
-5.14258e-02,-3.26e-01, 
-5.06934e-02,-3.22e-01, 
-4.99610e-02,-3.20e-01, 
-4.92285e-02,-3.17e-01, 
-4.84961e-02,-3.13e-01, 
-4.77637e-02,-3.10e-01, 
-4.70313e-02,-3.07e-01, 
-4.62989e-02,-3.04e-01, 
-4.55664e-02,-3.01e-01, 
-4.48340e-02,-2.98e-01, 
-4.41016e-02,-2.97e-01, 
-4.33692e-02,-2.95e-01, 
-4.26368e-02,-2.95e-01, 
-4.19043e-02,-2.95e-01, 
-4.11719e-02,-2.98e-01, 
-4.04395e-02,-3.01e-01, 
-3.97071e-02,-3.06e-01, 
-3.89746e-02,-3.08e-01, 
-3.82422e-02,-3.12e-01, 
-3.75098e-02,-3.15e-01, 
-3.67774e-02,-3.19e-01, 
-3.60450e-02,-3.21e-01, 
-3.53125e-02,-3.23e-01, 
-3.45801e-02,-3.26e-01, 
-3.38477e-02,-3.27e-01, 
-3.31153e-02,-3.30e-01, 
-3.23828e-02,-3.31e-01, 
-3.16504e-02,-3.33e-01, 
-3.09180e-02,-3.34e-01, 
-3.01856e-02,-3.36e-01, 
-2.94532e-02,-3.36e-01, 
-2.87207e-02,-3.37e-01, 
-2.79883e-02,-3.36e-01, 
-2.72559e-02,-3.35e-01, 
-2.65235e-02,-3.35e-01, 
-2.57910e-02,-3.34e-01, 
-2.50586e-02,-3.32e-01, 
-2.43262e-02,-3.30e-01, 
-2.35938e-02,-3.27e-01, 
-2.28614e-02,-3.25e-01, 
-2.21289e-02,-3.21e-01, 
-2.13965e-02,-3.18e-01, 
-2.06641e-02,-3.15e-01, 
-1.99317e-02,-3.13e-01, 
-1.91993e-02,-3.10e-01, 
-1.84668e-02,-3.07e-01, 
-1.77344e-02,-3.04e-01, 
-1.70020e-02,-3.01e-01, 
-1.62696e-02,-2.98e-01, 
-1.55371e-02,-2.96e-01, 
-1.48047e-02,-2.95e-01, 
-1.40723e-02,-2.95e-01, 
-1.33399e-02,-2.97e-01, 
-1.26075e-02,-2.98e-01, 
-1.18750e-02,-3.02e-01, 
-1.11426e-02,-3.08e-01, 
-1.04102e-02,-3.11e-01, 
-9.67777e-03,-3.15e-01, 
-8.94535e-03,-3.18e-01, 
-8.21292e-03,-3.21e-01, 
-7.48050e-03,-3.24e-01, 
-6.74808e-03,-3.26e-01, 
-6.01566e-03,-3.28e-01, 
-5.28324e-03,-3.30e-01, 
-4.55081e-03,-3.31e-01, 
-3.81839e-03,-3.34e-01, 
-3.08597e-03,-3.35e-01, 
-2.35355e-03,-3.36e-01, 
-1.62113e-03,-3.37e-01, 
-8.88705e-04,-3.37e-01, 
-1.56283e-04,-3.36e-01, 
5.76138e-04,-3.35e-01, 
1.30856e-03,-3.34e-01, 
2.04098e-03,-3.33e-01, 
2.77340e-03,-3.33e-01, 
3.50583e-03,-3.33e-01, 
4.23825e-03,-3.33e-01, 
4.97067e-03,-3.33e-01, 
5.70309e-03,-3.32e-01, 
6.43551e-03,-3.33e-01, 
7.16794e-03,-3.33e-01, 
7.90036e-03,-3.33e-01, 
8.63278e-03,-3.33e-01, 
9.36520e-03,-3.33e-01, 
1.00976e-02,-3.33e-01, 
1.08300e-02,-3.33e-01, 
1.15625e-02,-3.33e-01, 
1.22949e-02,-3.33e-01, 
1.30273e-02,-3.33e-01, 
1.37597e-02,-3.33e-01, 
1.44922e-02,-3.33e-01, 
1.52246e-02,-3.33e-01, 
1.59570e-02,-3.33e-01, 
1.66894e-02,-3.33e-01, 
1.74218e-02,-3.33e-01, 
1.81543e-02,-3.33e-01, 
1.88867e-02,-3.33e-01, 
1.96191e-02,-3.33e-01, 
2.03515e-02,-3.33e-01, 
2.10840e-02,-3.33e-01, 
2.18164e-02,-3.32e-01, 
2.25488e-02,-3.32e-01, 
2.32812e-02,-3.32e-01, 
2.40136e-02,-3.33e-01, 
2.47461e-02,-3.32e-01, 
2.54785e-02,-3.33e-01, 
2.62109e-02,-3.32e-01, 
2.69433e-02,-3.32e-01, 
2.76757e-02,-3.32e-01, 
2.84082e-02,-3.31e-01, 
2.91406e-02,-3.32e-01, 
2.98730e-02,-3.33e-01, 
3.06054e-02,-3.33e-01, 
3.13379e-02,-3.33e-01, 
3.20703e-02,-3.33e-01, 
3.28027e-02,-3.33e-01, 
3.35351e-02,-3.33e-01, 
3.42675e-02,-3.33e-01, 
3.50000e-02,-3.34e-01, 
3.57324e-02,-3.33e-01, 
3.64648e-02,-3.34e-01, 
3.71972e-02,-3.34e-01, 
3.79297e-02,-3.34e-01, 
3.86621e-02,-3.34e-01, 
3.93945e-02,-3.35e-01, 
4.01269e-02,-3.35e-01, 
4.08593e-02,-3.35e-01, 
4.15918e-02,-3.35e-01, 
4.23242e-02,-3.35e-01, 
4.30566e-02,-3.35e-01, 
4.37890e-02,-3.35e-01, 
4.45215e-02,-3.36e-01, 
4.52539e-02,-3.36e-01, 
4.59863e-02,-3.36e-01, 
4.67187e-02,-3.37e-01, 
4.74511e-02,-3.37e-01, 
4.81836e-02,-3.36e-01, 
4.89160e-02,-3.37e-01, 
4.96484e-02,-3.37e-01, 
5.03808e-02,-3.37e-01, 
5.11132e-02,-3.37e-01, 
5.18457e-02,-3.37e-01, 
5.25781e-02,-3.38e-01, 
5.33105e-02,-3.37e-01, 
5.40429e-02,-3.38e-01, 
5.47754e-02,-3.37e-01, 
5.55078e-02,-3.38e-01, 
5.62402e-02,-3.37e-01, 
5.69726e-02,-3.37e-01, 
5.77050e-02,-3.37e-01, 
5.84375e-02,-3.37e-01, 
5.91699e-02,-3.37e-01, 
5.99023e-02,-3.38e-01, 
6.06347e-02,-3.37e-01, 
6.13672e-02,-3.38e-01, 
6.20996e-02,-3.37e-01, 
6.28320e-02,-3.37e-01, 
6.35644e-02,-3.38e-01, 
6.42968e-02,-3.37e-01, 
6.50293e-02,-3.37e-01, 
6.57617e-02,-3.36e-01, 
6.64941e-02,-3.37e-01, 
6.72265e-02,-3.38e-01, 
6.79590e-02,-3.37e-01, 
6.86914e-02,-3.37e-01, 
6.94238e-02,-3.38e-01, 
7.01562e-02,-3.38e-01, 
7.08886e-02,-3.38e-01, 
7.16211e-02,-3.38e-01, 
7.23535e-02,-3.37e-01, 
7.30859e-02,-3.38e-01, 
7.38183e-02,-3.38e-01, 
7.45507e-02,-3.38e-01, 
7.52832e-02,-3.38e-01, 
7.60156e-02,-3.38e-01, 
7.67480e-02,-3.38e-01, 
7.74804e-02,-3.38e-01, 
7.82129e-02,-3.38e-01, 
7.89453e-02,-3.38e-01, 
7.96777e-02,-3.38e-01, 
8.04101e-02,-3.38e-01, 
8.11425e-02,-3.37e-01, 
8.18750e-02,-3.38e-01, 
8.26074e-02,-3.38e-01, 
8.33398e-02,-3.38e-01, 
8.40722e-02,-3.38e-01, 
8.48047e-02,-3.38e-01, 
8.55371e-02,-3.37e-01, 
8.62695e-02,-3.38e-01, 
8.70019e-02,-3.37e-01, 
8.77343e-02,-3.37e-01, 
8.84668e-02,-3.37e-01, 
8.91992e-02,-3.37e-01, 
8.99316e-02,-3.37e-01, 
9.06640e-02,-3.37e-01, 
9.13965e-02,-3.36e-01, 
9.21289e-02,-3.36e-01, 
9.28613e-02,-3.36e-01, 
9.35937e-02,-3.36e-01, 
9.43261e-02,-3.36e-01, 
9.50586e-02,-3.36e-01, 
9.57910e-02,-3.35e-01, 
9.65234e-02,-3.35e-01, 
9.72558e-02,-3.35e-01, 
9.79882e-02,-3.35e-01, 
9.87207e-02,-3.35e-01, 
9.94531e-02,-3.35e-01, 
1.00186e-01,-3.34e-01, 
1.00918e-01,-3.35e-01, 
1.01650e-01,-3.34e-01, 
1.02383e-01,-3.35e-01, 
1.03115e-01,-3.34e-01, 
1.03848e-01,-3.34e-01, 
1.04580e-01,-3.34e-01, 
1.05312e-01,-3.34e-01, 
1.06045e-01,-3.34e-01, 
1.06777e-01,-3.34e-01, 
1.07510e-01,-3.34e-01, 
1.08242e-01,-3.34e-01, 
1.08975e-01,-3.33e-01, 
1.09707e-01,-3.33e-01, 
1.10439e-01,-3.34e-01, 
1.11172e-01,-3.34e-01, 
1.11904e-01,-3.33e-01, 
1.12637e-01,-3.33e-01, 
1.13369e-01,-3.33e-01, 
1.14102e-01,-3.33e-01, 
1.14834e-01,-3.33e-01, 
1.15566e-01,-3.33e-01, 
1.16299e-01,-3.33e-01, 
1.17031e-01,-3.33e-01, 
1.17764e-01,-3.33e-01, 
1.18496e-01,-3.33e-01, 
1.19228e-01,-3.32e-01, 
1.19961e-01,-3.32e-01, 
1.20693e-01,-3.32e-01, 
1.21426e-01,-3.31e-01, 
1.22158e-01,-3.31e-01, 
1.22891e-01,-3.31e-01, 
1.23623e-01,-3.30e-01, 
1.24355e-01,-3.31e-01, 
1.25088e-01,-3.30e-01, 
1.25820e-01,-3.30e-01, 
1.26553e-01,-3.30e-01, 
1.27285e-01,-3.30e-01, 
1.28018e-01,-3.30e-01, 
1.28750e-01,-3.30e-01, 
1.29482e-01,-3.30e-01, 
1.30215e-01,-3.30e-01, 
1.30947e-01,-3.29e-01, 
1.31680e-01,-3.29e-01, 
1.32412e-01,-3.29e-01, 
1.33144e-01,-3.29e-01, 
1.33877e-01,-3.28e-01, 
1.34609e-01,-3.27e-01, 
1.35342e-01,-3.28e-01, 
1.36074e-01,-3.27e-01, 
1.36807e-01,-3.27e-01, 
1.37539e-01,-3.27e-01, 
1.38271e-01,-3.27e-01, 
1.39004e-01,-3.27e-01, 
1.39736e-01,-3.27e-01, 
1.40469e-01,-3.27e-01, 
1.41201e-01,-3.26e-01, 
1.41934e-01,-3.26e-01, 
1.42666e-01,-3.27e-01, 
1.43398e-01,-3.27e-01, 
1.44131e-01,-3.26e-01, 
1.44863e-01,-3.26e-01, 
1.45596e-01,-3.26e-01, 
1.46328e-01,-3.27e-01, 
1.47061e-01,-3.26e-01, 
1.47793e-01,-3.26e-01, 
1.48525e-01,-3.26e-01, 
1.49258e-01,-3.26e-01, 
1.49990e-01,-3.25e-01, 
1.50723e-01,-3.26e-01, 
1.51455e-01,-3.26e-01, 
1.52187e-01,-3.25e-01, 
1.52920e-01,-3.25e-01, 
1.53652e-01,-3.25e-01, 
1.54385e-01,-3.25e-01, 
1.55117e-01,-3.24e-01, 
1.55850e-01,-3.24e-01, 
1.56582e-01,-3.24e-01, 
1.57314e-01,-3.24e-01, 
1.58047e-01,-3.24e-01, 
1.58779e-01,-3.23e-01, 
1.59512e-01,-3.23e-01, 
1.60244e-01,-3.22e-01, 
1.60977e-01,-3.22e-01, 
1.61709e-01,-3.22e-01, 
1.62441e-01,-3.22e-01, 
1.63174e-01,-3.21e-01, 
1.63906e-01,-3.21e-01, 
1.64639e-01,-3.21e-01, 
1.65371e-01,-3.21e-01, 
1.66103e-01,-3.19e-01, 
1.66836e-01,-3.20e-01, 
1.67568e-01,-3.19e-01, 
1.68301e-01,-3.19e-01, 
1.69033e-01,-3.19e-01, 
1.69766e-01,-3.19e-01, 
1.70498e-01,-3.19e-01, 
1.71230e-01,-3.18e-01, 
1.71963e-01,-3.18e-01, 
1.72695e-01,-3.18e-01, 
1.73428e-01,-3.18e-01, 
1.74160e-01,-3.18e-01, 
1.74893e-01,-3.18e-01, 
1.75625e-01,-3.18e-01, 
1.76357e-01,-3.18e-01, 
1.77090e-01,-3.18e-01, 
1.77822e-01,-3.18e-01, 
1.78555e-01,-3.18e-01, 
1.79287e-01,-3.18e-01, 
1.80019e-01,-3.18e-01, 
